individual_id,jar,species,treatment,week,final_length,initial_length,final_width,initial_width
1Wh,52,Pacific,7.7A0.2,2,1.58,1.56,0.88,0.87
1Wh,54,Olympia,8.0C,2,1.61,NA,1.29,1.19
1Wh,54,Pacific,8.0C,2,1.55,1.43,1.01,0.92
1Wh,55,Olympia,7.7A0.2,2,1.46,1.76,1.13,1.25
1Wh,55,Pacific,7.7A0.2,2,1.52,1.35,1.05,0.8
1Wh,61,Olympia,7.7A0.5,2,NA,1.48,NA,1.01
1Wh,61,Pacific,7.7A0.5,2,1.18,1.06,0.91,0.9
1Wh,63,Olympia,7.7C,2,1.03,1.07,0.92,0.95
1Wh,63,Pacific,7.7C,2,NA,1.03,NA,0.74
1Wh,69,Olympia,8.0A0.2,2,1.66,1.6,1.26,1.16
1Wh,69,Pacific,8.0A0.2,2,1.1,1.07,0.9,0.81
1Wh,71,Olympia,7.7A0.5,2,1.19,1.2,0.84,0.91
1Wh,71,Pacific,7.7A0.5,2,1.04,0.95,0.78,0.69
1Wh,76,Olympia,7.7C,2,1.71,1.62,1.48,1.27
1Wh,76,Pacific,7.7C,2,NA,0.98,NA,0.63
2Bk,1,Olympia,7.7A0.2,2,1.81,2.16,1.58,1.81
2Bk,1,Pacific,7.7A0.2,2,1.42,1.4,1.09,1.18
2Bk,2,Olympia,8.0C,2,1.76,2.29,1.27,1.85
2Bk,2,Pacific,8.0C,2,2,1.81,1.43,1
2Bk,3,Olympia,8.0A0.2,2,1.67,2.06,1.19,1.48
2Bk,3,Pacific,8.0A0.2,2,1.54,1.6,1.08,1.11
2Bk,5,Olympia,8.0A0.2,2,1.2,1.52,0.89,1.26
2Bk,5,Pacific,8.0A0.2,2,NA,1.53,NA,1.14
2Bk,6,Olympia,7.7C,2,2.36,2.37,1.66,1.73
2Bk,6,Pacific,7.7C,2,1.4,1.43,0.97,0.81
2Bk,16,Olympia,7.7A0.5,2,1.5,1.67,1.24,1.27
2Bk,16,Pacific,7.7A0.5,2,1.28,1.21,1.14,1.24
2Bk,17,Olympia,7.7A0.2,2,2.4,2.34,1.99,1.84
2Bk,17,Pacific,7.7A0.2,2,1.18,1.19,0.96,0.84
2Bk,20,Olympia,7.7C,2,1.78,1.79,1.21,1.24
2Bk,20,Pacific,7.7C,2,1.52,1.28,1.18,0.85
2Bk,22,Olympia,8.0C,2,1.45,1.5,1.11,1.13
2Bk,22,Pacific,8.0C,2,1.44,1.39,1.05,1.07
2Bk,24,Olympia,7.7A0.5,2,1.21,1.19,1.01,1
2Bk,24,Pacific,7.7A0.5,2,1.5,1.62,1.45,1.11
2Bk,25,Olympia,8.0A0.2,2,1.83,1.92,1.28,1.27
2Bk,25,Pacific,8.0A0.2,2,1.56,1.54,1.29,1.2
2Bk,28,Olympia,8.0A0.2,2,1.19,1.45,1.1,1.38
2Bk,28,Pacific,8.0A0.2,2,1.55,1.49,1.12,1.02
2Bk,38,Olympia,8.0C,2,1.3,1.26,1.18,1.14
2Bk,38,Pacific,8.0C,2,2.05,1.71,1.12,1.11
2Bk,39,Olympia,7.7A0.5,2,1.54,1.46,1.18,1.16
2Bk,39,Pacific,7.7A0.5,2,1.44,1.35,0.9,0.89
2Bk,42,Olympia,7.7A0.2,2,2.11,1.89,1.67,1.42
2Bk,42,Pacific,7.7A0.2,2,NA,1.16,NA,0.91
2Bk,43,Olympia,7.7C,2,1.42,1.45,1.16,1.16
2Bk,43,Pacific,7.7C,2,1.28,1.21,1,0.96
2Bk,51,Olympia,8.0C,2,NA,1.29,NA,0.98
2Bk,52,Olympia,7.7A0.2,2,NA,1.49,NA,1.26
2Bk,54,Olympia,8.0C,2,1.41,1.75,1.13,1.36
2Bk,55,Olympia,7.7A0.2,2,1.46,1.68,1.13,1.32
2Bl,1,Olympia,7.7A0.2,2,1.15,1.4,0.82,1
2Bl,1,Pacific,7.7A0.2,2,1.26,1.28,1.05,1.03
2Bl,2,Olympia,8.0C,2,1.61,1.57,1.07,1.15
2Bl,2,Pacific,8.0C,2,1.41,1.29,1.1,1.24
2Bl,3,Olympia,8.0A0.2,2,1.74,NA,1.27,NA
2Bl,3,Pacific,8.0A0.2,2,1.97,2.04,1.58,1.55
2Bl,5,Olympia,8.0A0.2,2,1.14,1.42,0.99,1.22
2Bl,5,Pacific,8.0A0.2,2,1.52,1.29,1.3,0.97
2Bl,6,Olympia,7.7C,2,1.3,1.18,1.16,1.15
2Bl,6,Pacific,7.7C,2,NA,1.44,NA,1.1
2Bl,16,Olympia,7.7A0.5,2,1.65,1.63,1.37,1.29
2Bl,16,Pacific,7.7A0.5,2,1.65,1.66,1.2,1.2
2Bl,17,Olympia,7.7A0.2,2,1.48,1.72,1.25,1.45
2Bl,17,Pacific,7.7A0.2,2,1.45,1.37,1.01,0.89
2Bl,20,Olympia,7.7C,2,1.59,1.62,1.25,1.27
2Bl,20,Pacific,7.7C,2,NA,1.15,NA,0.92
2Bl,22,Olympia,8.0C,2,1.39,1.36,1.15,1.11
2Bl,22,Pacific,8.0C,2,1.25,1.27,0.9,0.91
2Bl,24,Olympia,7.7A0.5,2,1.17,1.48,0.96,1.22
2Bl,24,Pacific,7.7A0.5,2,1.64,1.44,1.38,1.03
2Bl,25,Olympia,8.0A0.2,2,1.65,1.64,1.32,1.29
2Bl,25,Pacific,8.0A0.2,2,1.25,1.36,0.75,0.99
2Bl,28,Olympia,8.0A0.2,2,1.6,1.57,1.21,1.26
2Bl,28,Pacific,8.0A0.2,2,1.23,1.14,0.73,0.69
2Bl,38,Olympia,8.0C,2,1.48,1.44,1.23,1.26
2Bl,38,Pacific,8.0C,2,1.45,1.39,0.94,0.97
2Bl,39,Olympia,7.7A0.5,2,1.37,1.5,1.02,1.14
2Bl,39,Pacific,7.7A0.5,2,1.26,1.32,1.11,1.07
2Bl,42,Olympia,7.7A0.2,2,1.82,1.64,1.56,1.31
2Bl,42,Pacific,7.7A0.2,2,NA,1.28,NA,0.82
2Bl,43,Olympia,7.7C,2,1.5,1.75,1.13,1.35
2Bl,43,Pacific,7.7C,2,1.01,1.29,0.98,0.97
2Bl,51,Olympia,8.0C,2,1.03,1.21,0.85,1.01
2Bl,51,Pacific,8.0C,2,1.46,1.44,1.07,1.11
2Bl,52,Olympia,7.7A0.2,2,1.35,1.39,1.23,1.13
2Bl,52,Pacific,7.7A0.2,2,1.36,1.31,0.99,1.01
2Bl,54,Olympia,8.0C,2,1.41,1.72,1.01,1.22
2Bl,54,Pacific,8.0C,2,1.39,1.4,1.09,1.18
2Bl,55,Olympia,7.7A0.2,2,1.33,1.59,1.21,1.43
2Bl,55,Pacific,7.7A0.2,2,NA,1.27,NA,1.11
2Bl,61,Olympia,7.7A0.5,2,1.55,1.53,1.42,1.37
2Bl,61,Pacific,7.7A0.5,2,1.33,1.36,0.99,1.02
2Bl,63,Olympia,7.7C,2,1.55,1.66,1.25,1.42
2Bl,63,Pacific,7.7C,2,NA,1.12,NA,0.88
2Bl,69,Olympia,8.0A0.2,2,1.96,1.85,1.67,1.54
2Bl,69,Pacific,8.0A0.2,2,1.36,1.34,1.05,1.08
2Bl,71,Olympia,7.7A0.5,2,1.26,1.28,1.04,1.03
2Bl,71,Pacific,7.7A0.5,2,1.08,0.88,0.92,0.71
2Bl,76,Olympia,7.7C,2,1.93,1.87,1.61,1.48
2Bl,76,Pacific,7.7C,2,1.15,1.16,1.36,0.97
2Gr,1,Olympia,7.7A0.2,2,1.67,2.01,1.35,1.66
2Gr,1,Pacific,7.7A0.2,2,1.78,1.76,1.25,1.14
2Gr,2,Olympia,8.0C,2,2.11,2.05,1.61,1.68
2Gr,2,Pacific,8.0C,2,NA,2.12,NA,1.16
2Gr,3,Olympia,8.0A0.2,2,NA,1.21,NA,1.18
2Gr,3,Pacific,8.0A0.2,2,1.59,1.48,1.32,1.34
2Gr,5,Olympia,8.0A0.2,2,NA,1.59,NA,1.19
2Gr,5,Pacific,8.0A0.2,2,NA,1.42,NA,0.9
2Gr,6,Olympia,7.7C,2,1.95,1.96,1.38,1.53
2Gr,6,Pacific,7.7C,2,1.8,1.54,1.5,1.28
2Gr,16,Olympia,7.7A0.5,2,1.88,1.54,1.43,1.38
2Gr,16,Pacific,7.7A0.5,2,1.48,1.3,1.13,0.91
2Gr,17,Olympia,7.7A0.2,2,1.56,NA,1.37,NA
2Gr,17,Pacific,7.7A0.2,2,1.21,1.19,0.99,0.73
2Gr,20,Olympia,7.7C,2,1.79,1.76,1.45,1.42
2Gr,20,Pacific,7.7C,2,1.3,1.26,1.13,0.99
2Gr,22,Olympia,8.0C,2,1.97,1.88,1.58,1.76
2Gr,22,Pacific,8.0C,2,1.49,NA,1.09,NA
2Gr,24,Olympia,7.7A0.5,2,1.52,1.57,1.12,1.18
2Gr,24,Pacific,7.7A0.5,2,1.15,1.15,0.83,0.62
2Gr,25,Olympia,8.0A0.2,2,1.74,1.7,1.37,1.38
2Gr,25,Pacific,8.0A0.2,2,1.14,1.33,0.83,0.88
2Gr,28,Olympia,8.0A0.2,2,1.38,1.4,1.04,1.03
2Gr,28,Pacific,8.0A0.2,2,1.21,1.12,0.88,0.81
2Gr,38,Olympia,8.0C,2,1.65,1.7,1.15,1.19
2Gr,38,Pacific,8.0C,2,1.3,1.25,0.88,0.83
2Gr,39,Olympia,7.7A0.5,2,NA,1.53,NA,1.2
2Gr,39,Pacific,7.7A0.5,2,0.97,1.02,0.68,0.76
2Gr,42,Olympia,7.7A0.2,2,NA,1.51,NA,1.17
2Gr,42,Pacific,7.7A0.2,2,NA,1.19,NA,0.85
2Gr,43,Olympia,7.7C,2,1.36,1.41,1.09,1.13
2Gr,43,Pacific,7.7C,2,1.07,1.03,1,0.91
2Gr,51,Olympia,8.0C,2,1.73,1.69,1.27,1.23
2Gr,51,Pacific,8.0C,2,1.29,1.29,1.01,1
2Gr,52,Olympia,7.7A0.2,2,1.85,1.56,1.13,1.45
2Gr,52,Pacific,7.7A0.2,2,1.39,1.4,1.08,1.02
2Gr,54,Olympia,8.0C,2,1.74,1.77,1.14,1.17
2Gr,54,Pacific,8.0C,2,2.14,1.63,1.49,1.11
2Gr,55,Olympia,7.7A0.2,2,1.48,1.75,1.04,1.31
2Gr,55,Pacific,7.7A0.2,2,1.1,0.99,0.9,0.83
2Gr,61,Olympia,7.7A0.5,2,1.54,1.56,1.33,1.34
2Gr,61,Pacific,7.7A0.5,2,1.43,1.39,0.98,0.86
2Gr,63,Olympia,7.7C,2,1.76,1.86,1.65,1.88
2Gr,63,Pacific,7.7C,2,NA,1.11,NA,0.77
2Gr,69,Olympia,8.0A0.2,2,1.51,1.78,1.29,1.37
2Gr,69,Pacific,8.0A0.2,2,1.16,1.16,0.92,0.85
2Gr,71,Olympia,7.7A0.5,2,1.67,1.66,1.28,1.27
2Gr,71,Pacific,7.7A0.5,2,NA,1.14,NA,0.84
2Gr,76,Olympia,7.7C,2,1.82,1.88,1.37,1.36
2Gr,76,Pacific,7.7C,2,1.32,1.29,1.02,1.02
2GR,17,Olympia,7.7A0.2,2,NA,1.5,NA,1.19
2Or,1,Olympia,7.7A0.2,2,2.99,2.11,2.77,1.47
2Or,1,Pacific,7.7A0.2,2,NA,1.91,NA,1.08
2Or,2,Olympia,8.0C,2,1.7,2.21,1.47,1.61
2Or,2,Pacific,8.0C,2,1.3,1.21,0.83,0.8
2Or,3,Olympia,8.0A0.2,2,1.78,1.73,1.52,1.39
2Or,3,Pacific,8.0A0.2,2,1.26,1.46,0.94,1.06
2Or,5,Olympia,8.0A0.2,2,1.2,1.51,1.15,1.5
2Or,5,Pacific,8.0A0.2,2,0.99,1.02,0.8,0.75
2Or,6,Olympia,7.7C,2,1.86,1.93,1.31,1.14
2Or,6,Pacific,7.7C,2,1.45,1.48,1.09,1.1
2Or,16,Olympia,7.7A0.5,2,1.54,1.56,1.17,1.23
2Or,16,Pacific,7.7A0.5,2,1.69,1.62,1.39,1.31
2Or,17,Olympia,7.7A0.2,2,2.07,2.01,1.75,1.7
2Or,17,Pacific,7.7A0.2,2,1.24,1.21,0.98,0.96
2Or,20,Olympia,7.7C,2,1.34,1.43,0.89,1.15
2Or,20,Pacific,7.7C,2,1.69,1.52,1.15,1.11
2Or,22,Olympia,8.0C,2,2.01,2.24,1.73,2.1
2Or,22,Pacific,8.0C,2,1.62,1.62,1.15,1.16
2Or,24,Olympia,7.7A0.5,2,1.52,1.6,1.12,1.17
2Or,24,Pacific,7.7A0.5,2,1.44,1.44,0.96,0.94
2Or,25,Olympia,8.0A0.2,2,1.78,1.76,1.72,1.57
2Or,25,Pacific,8.0A0.2,2,1.49,NA,0.98,NA
2Or,28,Olympia,8.0A0.2,2,1.25,1.26,1.04,1.08
2Or,28,Pacific,8.0A0.2,2,1.43,1.24,1.14,0.86
2Or,38,Olympia,8.0C,2,1.41,1.42,1.07,1.08
2Or,38,Pacific,8.0C,2,1.46,1.29,1.12,1
2Or,39,Olympia,7.7A0.5,2,1.47,1.37,1.12,1.1
2Or,39,Pacific,7.7A0.5,2,1.26,1.31,0.97,0.91
2Or,42,Olympia,7.7A0.2,2,1.67,1.64,1.31,1.21
2Or,42,Pacific,7.7A0.2,2,1.35,1.32,0.97,0.97
2Or,43,Olympia,7.7C,2,1.92,1.97,1.58,1.69
2Or,43,Pacific,7.7C,2,1.55,1.61,1.04,1.06
2Or,51,Olympia,8.0C,2,1.48,1.49,1.21,1.16
2Or,51,Pacific,8.0C,2,1.09,1.1,1.12,0.89
2Or,52,Olympia,7.7A0.2,2,1.37,1.37,1.06,1.06
2Or,52,Pacific,7.7A0.2,2,1.06,1.05,0.81,0.83
2Or,54,Olympia,8.0C,2,1.66,1.72,1.21,1.23
2Or,54,Pacific,8.0C,2,1.16,1.12,0.87,0.71
2Or,55,Olympia,7.7A0.2,2,1.21,1.37,1.17,1.39
2Or,55,Pacific,7.7A0.2,2,NA,1.11,NA,1.18
2Or,61,Olympia,7.7A0.5,2,1.62,1.65,1.17,1.22
2Or,61,Pacific,7.7A0.5,2,1.16,1.12,0.92,0.84
2Or,63,Olympia,7.7C,2,1.53,1.53,1.17,1.25
2Or,63,Pacific,7.7C,2,NA,1.21,NA,0.87
2Or,69,Olympia,8.0A0.2,2,2.11,2,1.91,1.69
2Or,69,Pacific,8.0A0.2,2,1.39,1.43,1.05,1.04
2Or,71,Olympia,7.7A0.5,2,1.5,1.78,1.28,1.63
2Or,71,Pacific,7.7A0.5,2,0.8,0.81,0.63,0.64
2Or,76,Olympia,7.7C,2,1.97,1.82,1.64,1.27
2Or,76,Pacific,7.7C,2,1.2,1.12,1.05,0.92
2Pk,1,Olympia,7.7A0.2,2,NA,1.34,NA,1.1
2Pk,1,Pacific,7.7A0.2,2,1.58,1.5,1.11,1.02
2Pk,2,Olympia,8.0C,2,1.47,1.52,1.19,1.2
2Pk,2,Pacific,8.0C,2,1.38,1.3,0.97,1.05
2Pk,3,Olympia,8.0A0.2,2,2.6,1.79,2.21,1.3
2Pk,3,Pacific,8.0A0.2,2,1.62,1.56,1.24,1.36
2Pk,5,Olympia,8.0A0.2,2,1.24,1.63,0.98,1.28
2Pk,5,Pacific,8.0A0.2,2,1.96,1.32,1.69,0.92
2Pk,6,Olympia,7.7C,2,1.48,1.44,1.18,1.18
2Pk,6,Pacific,7.7C,2,1.73,1.47,1.23,1
2Pk,16,Olympia,7.7A0.5,2,1.65,1.66,1.15,1.14
2Pk,16,Pacific,7.7A0.5,2,1.76,1.63,1.54,1.32
2Pk,17,Olympia,7.7A0.2,2,NA,1.59,NA,1.31
2Pk,17,Pacific,7.7A0.2,2,1.32,1.21,0.99,0.85
2Pk,20,Olympia,7.7C,2,1.5,1.48,1.15,1.18
2Pk,20,Pacific,7.7C,2,1.31,1.17,1.19,1
2Pk,22,Olympia,8.0C,2,1.52,1.46,1.19,1.17
2Pk,22,Pacific,8.0C,2,1.63,1.65,1.22,1.22
2Pk,24,Olympia,7.7A0.5,2,1.39,1.47,0.93,1.03
2Pk,24,Pacific,7.7A0.5,2,1.43,1.47,0.92,0.87
2Pk,25,Olympia,8.0A0.2,2,2,2.03,1.31,1.1
2Pk,25,Pacific,8.0A0.2,2,1.46,1.56,1.07,1.1
2Pk,28,Olympia,8.0A0.2,2,1.13,1.14,0.87,0.88
2Pk,28,Pacific,8.0A0.2,2,1.22,1.12,1.06,1.04
2Pk,38,Olympia,8.0C,2,1.49,1.45,1.25,1.22
2Pk,38,Pacific,8.0C,2,1.55,1.57,1.12,1.13
2Pk,39,Olympia,7.7A0.5,2,1.41,1.3,0.98,0.93
2Pk,39,Pacific,7.7A0.5,2,NA,0.97,NA,0.88
2Pk,42,Olympia,7.7A0.2,2,1.64,1.62,1.04,1.02
2Pk,42,Pacific,7.7A0.2,2,NA,1.2,NA,0.75
2Pk,43,Olympia,7.7C,2,1.49,1.5,1.14,1.06
2Pk,43,Pacific,7.7C,2,1.21,1.22,0.8,0.74
2Pk,51,Olympia,8.0C,2,1.33,1.31,1.18,1.16
2Pk,52,Olympia,7.7A0.2,2,1.39,1.4,1.07,1.1
2Pk,54,Olympia,8.0C,2,1.8,1.28,1.26,1.61
2Pk,55,Olympia,7.7A0.2,2,0.99,1.12,0.86,1.08
2Pu,1,Olympia,7.7A0.2,2,1.65,2.11,1.22,1.57
2Pu,1,Pacific,7.7A0.2,2,1.67,1.83,0.99,1.33
2Pu,2,Olympia,8.0C,2,1.52,1.55,1.32,1.32
2Pu,2,Pacific,8.0C,2,1.25,1.14,0.97,0.7
2Pu,3,Olympia,8.0A0.2,2,1.95,1.98,1.4,1.4
2Pu,3,Pacific,8.0A0.2,2,NA,1.62,NA,1.24
2Pu,5,Olympia,8.0A0.2,2,NA,1.55,NA,1.4
2Pu,5,Pacific,8.0A0.2,2,NA,1.56,NA,0.93
2Pu,6,Olympia,7.7C,2,1.43,1.46,1.04,1.06
2Pu,6,Pacific,7.7C,2,1.96,1.82,1.02,1.08
2Pu,16,Olympia,7.7A0.5,2,1.51,1.44,1.14,1.19
2Pu,16,Pacific,7.7A0.5,2,NA,1.72,NA,1.17
2Pu,17,Olympia,7.7A0.2,2,1.74,1.73,1.43,1.29
2Pu,17,Pacific,7.7A0.2,2,1.24,1.24,1.22,1.19
2Pu,20,Olympia,7.7C,2,1.53,1.59,1.34,1.36
2Pu,20,Pacific,7.7C,2,NA,1.14,NA,0.96
2Pu,22,Olympia,8.0C,2,1.32,1.27,1.07,1.14
2Pu,22,Pacific,8.0C,2,1.49,1.52,1.1,1.03
2Pu,24,Olympia,7.7A0.5,2,1.4,1.47,1,1.02
2Pu,24,Pacific,7.7A0.5,2,1.33,1.36,1.08,1.08
2Pu,25,Olympia,8.0A0.2,2,1.54,1.56,1.19,1.29
2Pu,25,Pacific,8.0A0.2,2,1.45,1.46,1.13,1.16
2Pu,28,Olympia,8.0A0.2,2,1.45,1.45,1.07,1.1
2Pu,28,Pacific,8.0A0.2,2,1.1,1,0.83,0.77
2Pu,38,Olympia,8.0C,2,1.29,1.22,0.99,1
2Pu,38,Pacific,8.0C,2,1.24,1.19,0.93,0.91
2Pu,39,Olympia,7.7A0.5,2,1.44,1.35,1.06,1.01
2Pu,39,Pacific,7.7A0.5,2,1.14,1.18,1,1.05
2Pu,42,Olympia,7.7A0.2,2,1.64,1.6,1.29,1.25
2Pu,42,Pacific,7.7A0.2,2,1.16,1.12,0.93,0.92
2Pu,43,Olympia,7.7C,2,1.39,1.27,0.98,0.92
2Pu,43,Pacific,7.7C,2,1.07,0.97,0.79,0.8
2Pu,51,Olympia,8.0C,2,1.45,1.43,1.04,1
2Pu,51,Pacific,8.0C,2,1.39,1.26,1.07,1.01
2Pu,52,Olympia,7.7A0.2,2,NA,1.49,NA,1.29
2Pu,52,Pacific,7.7A0.2,2,1.03,1.03,0.76,0.76
2Pu,54,Olympia,8.0C,2,1.43,NA,1,1.01
2Pu,54,Pacific,8.0C,2,1.21,1.32,1.43,1.15
2Pu,55,Olympia,7.7A0.2,2,1.22,1.44,0.95,1.06
2Pu,55,Pacific,7.7A0.2,2,1.64,1,1.34,0.93
2Pu,61,Olympia,7.7A0.5,2,1.32,1.64,1.11,1.33
2Pu,61,Pacific,7.7A0.5,2,1.15,1.18,0.83,0.89
2Pu,63,Olympia,7.7C,2,1.47,1.49,1.21,1.23
2Pu,63,Pacific,7.7C,2,NA,1.12,NA,0.82
2Pu,69,Olympia,8.0A0.2,2,1.76,1.78,1.22,1.26
2Pu,69,Pacific,8.0A0.2,2,1.16,1.19,0.94,0.96
2Pu,71,Olympia,7.7A0.5,2,1.18,1.22,0.98,0.99
2Pu,71,Pacific,7.7A0.5,2,1,0.93,0.73,0.72
2Pu,76,Olympia,7.7C,2,1.81,1.81,1.43,1.27
2Pu,76,Pacific,7.7C,2,1.1,1.14,0.85,0.82
2Rd,1,Olympia,7.7A0.2,2,NA,1.11,NA,0.98
2Rd,1,Pacific,7.7A0.2,2,NA,1.47,NA,0.98
2Rd,2,Olympia,8.0C,2,1.67,1.76,1.41,1.5
2Rd,2,Pacific,8.0C,2,1.11,1.09,0.77,0.75
2Rd,3,Olympia,8.0A0.2,2,2.01,1.66,1.57,1.47
2Rd,3,Pacific,8.0A0.2,2,2.36,2.3,1.66,1.39
2Rd,5,Olympia,8.0A0.2,2,1.31,1.63,1,1.24
2Rd,5,Pacific,8.0A0.2,2,1.98,NA,1.09,NA
2Rd,6,Olympia,7.7C,2,1.95,1.98,1.21,1.19
2Rd,6,Pacific,7.7C,2,1.32,1.39,1.16,1.2
2Rd,16,Olympia,7.7A0.5,2,1.71,1.73,1.24,1.5
2Rd,16,Pacific,7.7A0.5,2,1.14,1.28,0.89,0.96
2Rd,17,Olympia,7.7A0.2,2,1.56,1.58,1.36,1.32
2Rd,17,Pacific,7.7A0.2,2,1.03,1.04,0.9,0.9
2Rd,20,Olympia,7.7C,2,1.41,1.42,1.09,1.11
2Rd,20,Pacific,7.7C,2,1.48,1.33,1.05,1.01
2Rd,22,Olympia,8.0C,2,1.95,1.74,1.37,1.42
2Rd,22,Pacific,8.0C,2,1.94,1.88,1.28,1.29
2Rd,24,Olympia,7.7A0.5,2,1.46,1.38,1.02,1.04
2Rd,24,Pacific,7.7A0.5,2,1.77,1.6,1.28,1.28
2Rd,25,Olympia,8.0A0.2,2,1.88,1.85,1.7,1.68
2Rd,25,Pacific,8.0A0.2,2,1.67,1.65,1.1,1.11
2Rd,28,Olympia,8.0A0.2,2,1.56,1.54,1.11,1.13
2Rd,28,Pacific,8.0A0.2,2,1.62,1.59,1.21,1.16
2Rd,38,Olympia,8.0C,2,1.17,1.12,0.88,0.87
2Rd,38,Pacific,8.0C,2,1.52,1.42,1.1,0.93
2Rd,39,Olympia,7.7A0.5,2,1.64,1.53,1.31,1.27
2Rd,39,Pacific,7.7A0.5,2,1.29,1.31,1.2,1.09
2Rd,42,Olympia,7.7A0.2,2,1.51,1.77,1.19,1.48
2Rd,42,Pacific,7.7A0.2,2,1.27,1.29,1.13,1.07
2Rd,43,Olympia,7.7C,2,1.46,1.27,1.39,1.36
2Rd,43,Pacific,7.7C,2,1.05,1.11,0.78,0.72
2Rd,51,Olympia,8.0C,2,1.49,1.48,1.11,1.07
2Rd,51,Pacific,8.0C,2,1.41,1.37,1.34,0.95
2Rd,52,Olympia,7.7A0.2,2,1.26,1.11,1.21,1
2Rd,52,Pacific,7.7A0.2,2,1.71,1.27,1.29,0.87
2Rd,54,Olympia,8.0C,2,1.18,1.21,0.81,0.84
2Rd,54,Pacific,8.0C,2,1.68,1.35,1.22,0.96
2Rd,55,Olympia,7.7A0.2,2,1.09,1.3,0.83,0.97
2Rd,55,Pacific,7.7A0.2,2,NA,1.18,NA,0.85
2Rd,61,Olympia,7.7A0.5,2,1.51,1.53,1.11,1.15
2Rd,61,Pacific,7.7A0.5,2,1,1,0.89,0.94
2Rd,63,Olympia,7.7C,2,1.47,1.5,1.26,1.33
2Rd,63,Pacific,7.7C,2,NA,1.11,NA,0.83
2Rd,69,Olympia,8.0A0.2,2,1.77,1.63,1.39,1.39
2Rd,69,Pacific,8.0A0.2,2,1.33,1.36,1.01,1.04
2Rd,71,Olympia,7.7A0.5,2,1.19,1.39,1.12,1.12
2Rd,71,Pacific,7.7A0.5,2,1.16,1.08,0.85,0.73
2Rd,76,Olympia,7.7C,2,1.8,1.72,1.23,1.16
2Rd,76,Pacific,7.7C,2,1.09,1.11,0.88,0.83
2Si,51,Olympia,8.0C,2,1.67,1.69,1.18,1.18
2Si,51,Pacific,8.0C,2,1.26,1.27,0.91,0.87
2Si,52,Olympia,7.7A0.2,2,NA,1.67,NA,1.22
2Si,52,Pacific,7.7A0.2,2,NA,1.72,NA,1.15
2Si,54,Pacific,8.0C,2,1.58,1.52,1.18,1.18
2Si,55,Pacific,7.7A0.2,2,NA,1.34,NA,0.9
2Si,61,Olympia,7.7A0.5,2,1.44,1.46,1.12,1.15
2Si,61,Pacific,7.7A0.5,2,1.09,1.11,0.85,0.93
2Si,63,Olympia,7.7C,2,1.92,1.83,1.52,1.41
2Si,63,Pacific,7.7C,2,NA,1.28,NA,0.91
2Si,69,Olympia,8.0A0.2,2,1.73,1.65,1.71,1.3
2Si,69,Pacific,8.0A0.2,2,1.53,1.28,0.92,0.88
2Si,71,Olympia,7.7A0.5,2,1.78,1.75,1.14,1.12
2Si,71,Pacific,7.7A0.5,2,1.08,0.97,0.94,0.65
2Si,76,Olympia,7.7C,2,1.64,1.61,1.58,1.57
2Si,76,Pacific,7.7C,2,1.15,1.11,0.94,0.95
2Wh,1,Olympia,7.7A0.2,2,1.59,1.92,1.13,1.49
2Wh,1,Pacific,7.7A0.2,2,NA,1.56,NA,0.9
2Wh,2,Olympia,8.0C,2,1.41,1.47,1.21,0.89
2Wh,2,Pacific,8.0C,2,NA,1.36,NA,0.81
2Wh,3,Olympia,8.0A0.2,2,1.77,1.6,1.5,1.23
2Wh,3,Pacific,8.0A0.2,2,1.92,1.88,1.32,1.24
2Wh,5,Olympia,8.0A0.2,2,1.24,1.55,0.95,1.18
2Wh,5,Pacific,8.0A0.2,2,NA,1.59,NA,1.16
2Wh,6,Olympia,7.7C,2,1.89,1.72,1.4,1.44
2Wh,6,Pacific,7.7C,2,NA,1.54,NA,0.98
2Wh,16,Olympia,7.7A0.5,2,1.9,1.84,1.55,1.44
2Wh,16,Pacific,7.7A0.5,2,1.3,1.25,1.07,1
2Wh,17,Olympia,7.7A0.2,2,1.72,1.7,1.32,1.33
2Wh,17,Pacific,7.7A0.2,2,1.32,1.28,0.84,0.85
2Wh,20,Olympia,7.7C,2,1.52,1.54,1.06,1.08
2Wh,20,Pacific,7.7C,2,1.72,1.51,1.14,1.04
2Wh,22,Olympia,8.0C,2,2.32,2.2,1.93,1.69
2Wh,22,Pacific,8.0C,2,1.53,1.5,1.37,1.28
2Wh,24,Olympia,7.7A0.5,2,NA,1.02,NA,1.21
2Wh,24,Pacific,7.7A0.5,2,1.61,1.61,0.99,0.98
2Wh,25,Olympia,8.0A0.2,2,1.82,1.87,1.26,1.45
2Wh,25,Pacific,8.0A0.2,2,1.29,1.36,1.02,1.1
2Wh,28,Olympia,8.0A0.2,2,1.78,1.78,1.31,1.32
2Wh,28,Pacific,8.0A0.2,2,1.45,1.14,1.1,1.01
2Wh,38,Olympia,8.0C,2,1.38,1.36,1.03,1
2Wh,38,Pacific,8.0C,2,1.57,1.54,1.12,1.08
2Wh,39,Olympia,7.7A0.5,2,1.54,1.47,1.11,1.05
2Wh,39,Pacific,7.7A0.5,2,1.27,1.42,0.92,0.97
2Wh,42,Olympia,7.7A0.2,2,2.19,2.18,1.72,1.92
2Wh,42,Pacific,7.7A0.2,2,NA,1.19,NA,0.87
2Wh,43,Olympia,7.7C,2,1.62,1.67,1.3,1.31
