,image_id_initial,image_id_final,jar,week,species,treatment,replicate,individual_id,surface_area_cm2_initial,surface_area_cm2_final,length_cm_initial,length_cm_final,length_pixels_initial,length_pixels_final,surface_area_px2_initial,surface_area_px2_final,width_cm_initial,width_cm_final,width_pixels_initial,width_pixels_final,pixels_per_cm_initial,pixels_per_cm_final,pixels2_per_cm2_initial,pixels2_per_cm2_final,notes_initial,notes_final
1899,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,2Or,2.03,2.02,1.98,2.01,173.81,154.81,15694,11968,1.45,1.41,127.78,108.85,88,77,7744,5929,,
1900,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,2Gr,1.6,1.61,1.7,1.7,149.86,131.23,12391.5,9526.5,1.34,1.4,118.21,108.17,88,77,7744,5929,,
1901,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,2Bl,1.48,1.51,1.65,1.61,145.1,124.17,11429,8924.5,1.39,1.37,122.38,105.12,88,77,7744,5929,,
1902,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,2Bk,2.7,2.84,2.33,2.31,204.97,177.78,20942.5,16812.5,1.69,1.81,149.05,139.52,88,77,7744,5929,,
1903,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,1Wh,1.3,1.32,1.63,1.62,143.39,124.58,10102.5,7837,1.2,1.19,105.55,91.29,88,77,7744,5929,,
1904,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,1Rd,1.68,1.69,1.94,1.84,170.7,141.48,13005.5,10034.5,1.34,1.36,117.89,104.36,88,77,7744,5929,,
1905,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,1Pu,1.14,1.14,1.6,1.52,140.43,117.39,8820,6751.5,1.09,1.08,95.6,83.49,88,77,7744,5929,,
1906,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,1Pk,1.37,1.64,1.56,1.62,136.88,124.81,10584.5,9699.5,1.39,1.46,122.61,112.77,88,77,7744,5929,,used initial image to identify
1907,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,1Or,2.44,2.43,1.95,1.94,171.83,149.51,18934,14417.5,1.75,1.71,154.18,131.65,88,77,7744,5929,,
1908,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,1Gr,1.34,1.37,1.49,1.54,131.14,118.6,10366,8140.5,1.25,1.32,109.66,101.95,88,77,7744,5929,,
1909,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,1Bl,1.52,1.46,1.64,1.62,144.27,124.79,11766.5,8665,1.37,1.32,120.35,101.77,88,77,7744,5929,,
1910,IMG_9908-resized,2000_01_01_0233-resized,48,6,Olympia,7.7A0.2,4,1Bk,1.71,1.83,1.96,1.9,172.71,146.32,13243,10852,1.24,1.35,109.17,104.24,88,77,7744,5929,,
1911,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,3Pu,0.95,1.08,1.28,1.29,110.45,97.94,7055,6216.5,1.08,1.15,92.66,87.71,86,76,7396,5776,,used initial image to identify
1912,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,3Pk,1.15,1.09,1.56,1.5,134.42,114.21,8472,6292.5,1.19,1.19,102.59,90.43,86,76,7396,5776,,
1913,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,3Gr,1.31,1.25,1.66,1.63,142.58,124.04,9724.5,7210.5,1.07,1.12,92.2,85.44,86,76,7396,5776,,
1914,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,3Bl,0.83,0.79,1.36,1.31,116.62,99.3,6123,4550,0.96,0.9,82.22,68.35,86,76,7396,5776,,
1915,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,2Wh,1.11,1.14,1.44,1.51,123.94,114.69,8236.5,6563.5,1.02,1.1,87.71,83.87,86,76,7396,5776,,
1916,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,2Rd,0.99,1.12,1.36,1.54,117.15,117.1,7336,6444.5,1.15,1.19,98.49,90.8,86,76,7396,5776,,
1917,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,2Pu,0.63,0.53,1.27,1.15,109.22,87.21,4673.5,3084,0.73,0.71,63.03,54.15,86,76,7396,5776,,used initial image to identify
1918,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,2Pk,0.45,0.41,1.07,1.02,92.09,77.42,3320.5,2378,0.64,0.63,55.33,47.63,86,76,7396,5776,,
1919,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,2Or,1.61,1.81,1.71,1.89,146.73,143.4,11894.5,10439.5,1.44,1.48,123.85,112.2,86,76,7396,5776,,
1920,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,2Gr,NA,0.2,NA,0.71,NA,54.13,NA,1129.5,NA,0.51,NA,38.95,NA,76,NA,5776,computer failed to measure,computer failed to measure
1921,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,2Bl,0.91,0.87,1.4,1.3,120.7,99.14,6722,4999.5,0.86,0.89,73.82,67.27,86,76,7396,5776,,
1922,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,2Bk,1.12,1.04,1.63,1.52,140.17,115.41,8262,6033.5,1.09,1.02,93.54,77.18,86,76,7396,5776,,
1923,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,1Wh,0.64,0.59,1.19,1.08,102.12,82.37,4704.5,3400.5,0.87,0.85,75.17,64.35,86,76,7396,5776,,
1924,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,1Rd,0.93,0.86,1.31,1.23,112.61,93.74,6845,4972,0.99,0.97,84.81,73.55,86,76,7396,5776,,
1925,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,1Pu,0.47,0.41,1.02,0.97,87.66,73.66,3494,2348.5,0.79,0.67,68.1,51.09,86,76,7396,5776,,
1926,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,1Pk,0.48,0.44,1,0.97,85.96,73.93,3545,2566.5,0.69,0.68,59.68,51.88,86,76,7396,5776,,
1927,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,1Or,1.25,1.27,1.7,1.5,145.83,114.02,9269.5,7315.5,1.17,1.23,100.5,93.3,86,76,7396,5776,,
1928,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,1Gr,0.58,0.64,0.97,1.14,83.65,86.68,4267,3719.5,0.89,0.84,76.66,63.6,86,76,7396,5776,,
1929,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,1Bl,0.73,0.77,1.15,1.26,99.3,95.75,5374.5,4432,0.88,0.95,75.43,71.87,86,76,7396,5776,,
1930,IMG_9924-resized,2000_01_01_0232-resized,48,6,Pacific,7.7A0.2,4,1Bk,1.29,1.25,1.68,1.63,144.13,123.65,9504,7240.5,1.14,1.15,98.13,87.09,86,76,7396,5776,,
1931,NA,2019_08_08_0114-resized,49,2,Olympia,7.7A0.2,4,3Bl,NA,0.92,NA,1.35,NA,113,NA,6491,NA,0.98,NA,82.68,NA,84,NA,7056,NA,from jar 49 Olympia; ended up in jar 42 Olympia at some point; exclude
1932,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,3Pu,1.3,1.16,1.5,1.45,129,84.34,9585.5,3917,1.18,1.08,101.61,62.82,86,58,7396,3364,,
1933,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,3Pk,1.83,1.92,1.62,1.68,138.92,97.25,13498.5,6452.5,1.58,1.53,135.94,88.68,86,58,7396,3364,,
1934,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,3Gr,1.64,1.51,1.75,1.69,150.8,97.94,12110.5,5077,1.29,1.21,110.63,70.33,86,58,7396,3364,,
1935,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,3Bl,0.97,NA,1.52,NA,130.86,NA,7159.5,NA,1,NA,86.21,NA,86,NA,7396,NA,, ended up in jar 42 Olympia at some point; exclude
1936,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,2Wh,0.72,0.69,1.12,1.11,96.43,64.4,5332.5,2315,0.9,0.89,77.01,51.4,86,58,7396,3364,,
1937,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,2Rd,1.23,1.15,1.53,1.46,131.31,84.86,9078.5,3876.5,1.12,1.07,96.46,61.98,86,58,7396,3364,,
1938,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,2Pu,2.63,2.74,2.25,2.16,193.13,125.28,19476,9226.5,1.73,1.79,149,103.81,86,58,7396,3364,,
1939,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,2Pk,2.02,1.86,1.8,1.75,154.69,101.43,14945,6250,1.64,1.49,140.89,86.7,86,58,7396,3364,,
1940,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,2Or,1.61,1.56,1.73,1.72,148.49,99.85,11911.5,5235,1.29,1.29,110.64,74.79,86,58,7396,3364,,
1941,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,2Gr,1.57,1.54,1.68,1.76,144.9,101.79,11636,5196.5,1.35,1.34,115.8,77.88,86,58,7396,3364,,used initial image to identify
1942,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,2Bl,1.28,1.19,1.62,1.48,138.97,86.02,9497.5,3995.5,1.18,1.07,101.79,62.03,86,58,7396,3364,,
1943,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,2Bk,1.36,1.29,1.54,1.51,132.85,87.86,10029.5,4334,1.2,1.15,103.58,66.91,86,58,7396,3364,,used initial image to identify
1944,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,1Wh,0.6,0.56,1.02,0.98,87.66,56.72,4450.5,1870.5,0.85,0.79,72.72,46.1,86,58,7396,3364,,
1945,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,1Rd,1.81,1.73,1.78,1.74,152.78,100.98,13384.5,5828.5,1.35,1.4,115.97,81.22,86,58,7396,3364,,
1946,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,1Pu,1.64,1.62,1.65,1.63,141.68,94.4,12145.5,5463,1.35,1.46,116.04,84.63,86,58,7396,3364,,
1947,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,1Pk,2.42,2.37,1.97,1.99,169.69,115.35,17878,7967.5,1.69,1.61,145.34,93.65,86,58,7396,3364,,
1948,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,1Or,1.19,1.13,1.57,1.52,135.44,87.97,8785.5,3790.5,1.09,1.04,93.64,60.41,86,58,7396,3364,,
1949,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,1Gr,0.94,1.04,1.36,1.36,116.73,79.12,6969,3507,0.98,1.15,84.31,66.71,86,58,7396,3364,,
1950,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,1Bl,1.51,1.46,1.62,1.6,139.43,93.04,11135.5,4907,1.37,1.3,118.07,75.59,86,58,7396,3364,,
1951,IMG_9910-resized,IMG_0011-resized,49,4,Olympia,8.0A0.2,5,1Bk,0.9,0.86,1.3,1.2,111.79,69.35,6651.5,2895.5,1.01,1.05,87.28,60.67,86,58,7396,3364,,
1952,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,3Si,1.39,1.32,1.82,1.75,157.92,103.47,10498,4595,1.11,1.06,96.65,62.63,87,59,7569,3481,,used initial image to identify
1953,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,3Rd,1.7,1.81,2.15,2.11,187.39,124.33,12898.5,6312.5,1.36,1.27,118.53,75,87,59,7569,3481,,used initial image to identify
1954,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,3Pu,1.81,1.71,2.13,2.05,185.06,121.2,13735.5,5960.5,1.28,1.24,111,73.36,87,59,7569,3481,,used initial image to identify
1955,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,3Or,1.25,1.32,1.76,1.81,153.39,106.57,9481,4596,1.19,1.28,103.73,75.69,87,59,7569,3481,,
1956,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,3Gr,1.65,1.53,1.66,1.61,144.13,95.27,12522,5319.5,1.44,1.31,125.57,77.08,87,59,7569,3481,,used initial image to identify
1957,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,3Bl,1.82,1.64,1.9,1.78,165.03,104.96,13768.5,5711,1.43,1.35,124.06,79.92,87,59,7569,3481,,
1958,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,2Wh,0.78,0.77,1.26,1.23,109.29,72.84,5918,2664,0.91,0.92,79.4,54.23,87,59,7569,3481,,used initial image to identify
1959,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,2Si,1.01,1.01,1.59,1.58,138.76,93.19,7639.5,3519,0.94,1.04,81.99,61.52,87,59,7569,3481,,used initial image to identify
1960,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,2Rd,1.23,1.1,1.79,1.69,156.16,99.96,9325.5,3837,1.01,0.97,87.66,57.38,87,59,7569,3481,,used initial image to identify
1961,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,2Pu,1.03,1.13,1.39,1.49,120.81,87.64,7799,3920.5,1.07,1.13,93.38,66.73,87,59,7569,3481,,used initial image to identify
1962,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,2Or,0.75,0.93,1.32,1.46,114.93,86.28,5693,3231.5,0.88,0.98,76.69,57.98,87,59,7569,3481,,
1963,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,2Gr,0.99,1.04,1.44,1.4,125.4,82.86,7477.5,3616.5,1.08,1.14,94.02,67.19,87,59,7569,3481,,used initial image to identify
1964,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,2Bl,0.91,0.93,1.39,1.36,121.2,80.53,6870,3244.5,1.09,0.97,94.51,56.94,87,59,7569,3481,new growth erased by computer,
1965,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,1Wh,0.71,0.74,1.24,1.37,108.3,80.6,5381.5,2562.5,0.83,0.8,72.4,47.3,87,59,7569,3481,,used initial image to identify
1966,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,1Si,0.58,0.55,1.13,1.17,98.03,68.96,4358,1929.5,0.76,0.71,66.22,42.05,87,59,7569,3481,,used initial image to identify
1967,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,1Rd,0.89,0.82,1.45,1.41,126.14,83.17,6704,2861.5,0.89,0.86,77.03,50.7,87,59,7569,3481,,
1968,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,1Pu,0.53,0.47,1.1,1.01,95.46,59.68,3989,1649.5,0.77,0.73,67.23,42.94,87,59,7569,3481,,
1969,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,1Or,0.71,0.8,1.13,1.14,98.37,67.12,5401,2781,0.96,1.02,83.49,60.03,87,59,7569,3481,,
1970,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,1Gr,0.61,0.59,0.96,1.05,83.49,62.13,4635,2057,0.87,0.82,75.74,48.37,87,59,7569,3481,,used initial image to identify
1971,IMG_9925-resized,IMG_0010-resized,49,4,Pacific,8.0A0.2,5,1Bl,0.86,0.84,1.33,1.26,115.45,74.55,6539.5,2927.5,0.89,0.96,77.13,56.57,87,59,7569,3481,,
1972,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,3Pu,1.46,NA,1.74,NA,151,NA,11019.5,NA,1.31,NA,114.21,NA,87,NA,7569,NA,,NA
1973,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,3Pk,0.91,NA,1.33,NA,115.66,NA,6864.5,NA,0.94,NA,81.84,NA,87,NA,7569,NA,,NA
1974,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,3Gr,0.98,NA,1.33,NA,115.52,NA,7450,NA,1.03,NA,89.27,NA,87,NA,7569,NA,,NA
1975,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,3Bl,1.3,NA,1.63,NA,141.82,NA,9859.5,NA,1.24,NA,107.71,NA,87,NA,7569,NA,,NA
1976,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,2Wh,1.05,NA,1.48,NA,128.57,NA,7921.5,NA,0.97,NA,84.38,NA,87,NA,7569,NA,,NA
1977,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,2Rd,1.76,NA,1.71,NA,148.53,NA,13310,NA,1.56,NA,135.53,NA,87,NA,7569,NA,,NA
1978,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,2Pu,1.87,NA,1.9,NA,165.59,NA,14155,NA,1.44,NA,125.04,NA,87,NA,7569,NA,,NA
1979,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,2Pk,1.02,NA,1.42,NA,123.48,NA,7702.5,NA,1.1,NA,95.63,NA,87,NA,7569,NA,,NA
1980,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,2Or,0.94,NA,1.49,NA,129.39,NA,7087.5,NA,0.96,NA,83.6,NA,87,NA,7569,NA,,NA
1981,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,2Gr,1.48,NA,1.66,NA,144.31,NA,11165,NA,1.35,NA,117.05,NA,87,NA,7569,NA,,NA
1982,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,2Bl,1.17,NA,1.37,NA,118.93,NA,8835,NA,1.23,NA,106.83,NA,87,NA,7569,NA,,NA
1983,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,2Bk,2.27,NA,2.15,NA,186.68,NA,17200.5,NA,1.65,NA,143.93,NA,87,NA,7569,NA,,NA
1984,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,1Wh,0.7,NA,1.15,NA,100.17,NA,5267,NA,0.9,NA,78.29,NA,87,NA,7569,NA,,NA
1985,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,1Rd,1.45,NA,1.53,NA,132.83,NA,11000,NA,1.41,NA,122.97,NA,87,NA,7569,NA,,NA
1986,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,1Pu,1.6,NA,1.74,NA,151.61,NA,12108.5,NA,1.32,NA,114.63,NA,87,NA,7569,NA,,NA
1987,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,1Pk,0.97,NA,1.26,NA,109.29,NA,7336,NA,1.08,NA,94.05,NA,87,NA,7569,NA,,NA
1988,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,1Or,1.21,NA,1.43,NA,124.04,NA,9131,NA,1.15,NA,100.08,NA,87,NA,7569,NA,,NA
1989,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,1Gr,0.95,NA,1.38,NA,120.17,NA,7171,NA,0.97,NA,84.15,NA,87,NA,7569,NA,,NA
1990,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,1Bl,1.22,NA,1.53,NA,132.92,NA,9263,NA,1.19,NA,103.46,NA,87,NA,7569,NA,,NA
1991,IMG_9912-resized,NA,50,6,Olympia,8.0C,3,1Bk,1.13,NA,1.44,NA,125.57,NA,8589,NA,1.12,NA,97.27,NA,87,NA,7569,NA,,NA
1992,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,3Si,1.31,NA,1.5,NA,133.46,NA,10399.5,NA,1.22,NA,108.91,NA,89,NA,7921,NA,,NA
1993,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,3Rd,1.05,NA,1.63,NA,145.25,NA,8293,NA,1,NA,89.2,NA,89,NA,7921,NA,,NA
1994,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,3Pu,1.15,NA,1.5,NA,133.65,NA,9093,NA,1.25,NA,110.86,NA,89,NA,7921,NA,,NA
1995,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,3Or,1.32,NA,1.67,NA,148.93,NA,10435.5,NA,1.24,NA,110.06,NA,89,NA,7921,NA,,NA
1996,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,3Gr,1.95,NA,2.17,NA,192.72,NA,15459,NA,1.46,NA,129.56,NA,89,NA,7921,NA,,NA
1997,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,3Bl,1.14,NA,1.71,NA,152.46,NA,9059,NA,0.96,NA,85.45,NA,89,NA,7921,NA,,NA
1998,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,2Wh,1.02,NA,1.67,NA,148.66,NA,8071,NA,1.05,NA,93.26,NA,89,NA,7921,NA,,NA
1999,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,2Si,0.75,NA,1.23,NA,109.33,NA,5909.5,NA,0.93,NA,82.76,NA,89,NA,7921,NA,,NA
2000,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,2Rd,0.86,NA,1.64,NA,145.66,NA,6843,NA,0.92,NA,81.84,NA,89,NA,7921,NA,,NA
2001,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,2Pu,0.86,NA,1.49,NA,132.62,NA,6842.5,NA,0.93,NA,82.73,NA,89,NA,7921,NA,,NA
2002,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,2Or,0.82,NA,1.33,NA,118.6,NA,6501.5,NA,0.87,NA,77.42,NA,89,NA,7921,NA,,NA
2003,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,2Gr,0.67,NA,1.23,NA,109.34,NA,5276.5,NA,0.87,NA,77.42,NA,89,NA,7921,NA,,NA
2004,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,2Bl,1.09,NA,1.42,NA,126.19,NA,8660.5,NA,1.12,NA,99.62,NA,89,NA,7921,NA,,NA
2005,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,1Wh,0.78,NA,1.24,NA,110.68,NA,6217,NA,0.92,NA,82.2,NA,89,NA,7921,NA,,NA
2006,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,1Si,0.66,NA,1.19,NA,105.57,NA,5193.5,NA,0.76,NA,68.07,NA,89,NA,7921,NA,,NA
2007,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,1Rd,0.61,NA,1.2,NA,106.68,NA,4811,NA,0.85,NA,75.59,NA,89,NA,7921,NA,,NA
2008,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,1Pu,0.46,NA,0.99,NA,87.73,NA,3646,NA,0.62,NA,55.47,NA,89,NA,7921,NA,,NA
2009,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,1Or,0.69,NA,1.08,NA,96.25,NA,5501.5,NA,1.05,NA,93.52,NA,89,NA,7921,NA,,NA
2010,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,1Gr,0.49,NA,1.06,NA,94.11,NA,3845.5,NA,0.74,NA,65.46,NA,89,NA,7921,NA,,NA
2011,IMG_9927-resized,NA,50,6,Pacific,8.0C,3,1Bl,0.52,NA,1.11,NA,99.04,NA,4096,NA,0.68,NA,60.83,NA,89,NA,7921,NA,,NA
2012,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,3Pu,2.09,2.15,1.93,1.96,169.76,150.8,16186,12775,1.68,1.57,147.57,121.26,88,77,7744,5929,,
2013,IMG_9917-resized,2019_08_08_0064-resized,51,2,Olympia,8.0C,2,3Pk,2.28,2.32,2.05,2.15,180.35,165.47,17684.5,13751,1.58,1.54,139.18,118.7,88,77,7744,5929,,
2014,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,3Gr,1.96,2.28,1.97,2.02,173.1,155.9,15162,13538.5,1.56,1.64,137.2,126.19,88,77,7744,5929,,
2015,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,3Bl,2.06,2.11,1.87,1.89,164.94,145.73,15935,12510.5,1.55,1.61,136.57,124.33,88,77,7744,5929,,
2016,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,2Wh,1.59,1.63,1.58,1.62,139.13,125.03,12320.5,9658.5,1.42,1.38,124.58,106.47,88,77,7744,5929,,
2017,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,2Si,1.37,1.44,1.67,1.73,146.76,133.23,10617.5,8524,1.18,1.2,103.41,92.66,88,77,7744,5929,,
2018,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,2Rd,1.22,1.23,1.52,1.5,133.99,115.77,9418,7265,1.11,1.15,97.42,88.23,88,77,7744,5929,,
2019,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,2Pu,1.09,1.06,1.46,1.46,128.63,112.51,8478.5,6284.5,1.05,1.03,92.09,79.08,88,77,7744,5929,,
2020,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,2Pk,1.12,1.13,1.38,1.34,121.74,102.96,8669.5,6705.5,1.17,1.18,103.35,91.08,88,77,7744,5929,,
2021,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,2Or,1.31,1.33,1.52,1.5,133.45,115.75,10181.5,7907,1.22,1.25,107.34,96.02,88,77,7744,5929,,
2022,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,2Gr,1.58,1.6,1.79,1.74,157.5,133.96,12228,9511,1.35,1.29,118.47,98.99,88,77,7744,5929,,
2023,IMG_9917-resized,2019_08_08_0064-resized,51,2,Olympia,8.0C,2,2Bl,0.99,0.97,1.3,1.23,114.13,94.92,7653.5,5749,1.01,1.03,89.05,79.08,88,77,7744,5929,,
2024,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,1Wh,0.98,0.99,1.32,1.33,115.77,102.7,7587.5,5843,1.04,1.04,91.48,80.1,88,77,7744,5929,,
2025,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,1Si,1.91,1.85,1.79,1.82,157.11,139.82,14769,10992.5,1.63,1.51,143.4,116.28,88,77,7744,5929,,
2026,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,1Rd,1.32,1.35,1.49,1.54,131.06,118.34,10194.5,7993,1.31,1.34,115.43,102.83,88,77,7744,5929,,
2027,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,1Pu,0.84,0.85,1.18,1.18,103.94,90.91,6490.5,5058,0.98,1,86.49,77.16,88,77,7744,5929,,
2028,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,1Pk,0.86,0.88,1.23,1.26,108.3,97.1,6684,5239,0.96,0.98,84.05,75.21,88,77,7744,5929,,
2029,IMG_9917-resized,2019_08_08_0063-resized,51,2,Olympia,8.0C,2,1Or,0.88,0.87,1.39,1.32,122.43,102,6779.5,5167.5,0.94,0.92,82.28,70.94,88,77,7744,5929,,
