Jar,Species,Number,Individual.ID,Initial_wetweight,Date,Treatment,Week,Whole.Organism.Weight,Shell.Weight,Tissue.Weight,Respiration,Feeding.calcification,Dead
43,Olympia,6,1Bk,0.094,8/8/2019,7.7C,2,NA,NA,NA,,,X
43,Olympia,4,1Bl,0.424,8/8/2019,7.7C,2,NA,0.348,0.073,,,
43,Pacific,4,1Bl,0.09,8/8/2019,7.7C,2,NA,0.0635,0.0189,,,
43,Olympia,1,1Gr,0.299,8/8/2019,7.7C,2,NA,0.2499,0.0312,,,
43,Pacific,1,1Gr,0.09,8/8/2019,7.7C,2,NA,0.0748,0.0174,,,
43,Olympia,5,1Or,0.615,8/8/2019,7.7C,2,NA,0.507,0.076,,,
43,Pacific,5,1Or,0.07,8/8/2019,7.7C,2,NA,0.0557,0.012,,,
43,Pacific,2,1Pk,0.08,8/8/2019,7.7C,2,NA,0.056,0.013,,,
43,Olympia,2,1Pk,0.654,8/8/2019,7.7C,2,NA,0.545,0.109,X,,
43,Olympia,3,1Pu,0.342,8/8/2019,7.7C,2,NA,0.2748,0.0315,,,
43,Pacific,3,1Pu,0.08,8/8/2019,7.7C,2,NA,0.065,0.015,,,
43,Olympia,7,1Rd,0.294,8/8/2019,7.7C,2,NA,0.238,0.038,,,
43,Pacific,7,1Rd,0.1,8/8/2019,7.7C,2,NA,NA,NA,,,X
43,Olympia,8,1Wh,0.773,8/8/2019,7.7C,2,NA,0.6347,0.1222,,,
43,Pacific,8,1Wh,0.09,8/8/2019,7.7C,2,NA,0.0895,0.0204,,,
43,Olympia,14,2Bk,0.316,8/8/2019,7.7C,2,NA,0.2413,0.0437,,,
43,Pacific,14,2Bk,0.17,8/8/2019,7.7C,2,NA,0.113,0.024,,,
43,Olympia,12,2Bl,0.583,8/8/2019,7.7C,2,NA,0.468,0.097,X,,
43,Pacific,12,2Bl,0.09,8/8/2019,7.7C,2,NA,0.08,0.022,,,
43,Olympia,9,2Gr,0.348,8/8/2019,7.7C,2,NA,0.28,0.032,,,
43,Pacific,9,2Gr,0.13,8/8/2019,7.7C,2,NA,0.1008,0.0241,,,
43,Olympia,13,2Or,0.732,8/8/2019,7.7C,2,NA,0.592,0.088,,,
43,Pacific,13,2Or,0.3,8/8/2019,7.7C,2,NA,0.2142,0.0579,,,
43,Olympia,10,2Pk,0.44,8/8/2019,7.7C,2,NA,0.36,0.066,,,
43,Pacific,10,2Pk,0.1,8/8/2019,7.7C,2,NA,0.063,0.017,,,
43,Olympia,11,2Pu,0.254,8/8/2019,7.7C,2,NA,0.201,0.04,,,
43,Pacific,11,2Pu,0.05,8/8/2019,7.7C,2,NA,0.055,0.019,,,
43,Olympia,15,2Rd,0.347,8/8/2019,7.7C,2,NA,0.2691,0.0435,,,
43,Pacific,15,2Rd,0.09,8/8/2019,7.7C,2,NA,NA,NA,,,X
43,Olympia,16,2Wh,0.533,8/8/2019,7.7C,2,NA,0.443,0.07,,,
43,Pacific,16,2Wh,0.36,8/8/2019,7.7C,2,NA,0.226,0.041,X,,
43,Olympia,20,3Bl,0.606,8/8/2019,7.7C,2,NA,0.4905,0.082,,,
43,Pacific,20,3Bl,0.12,8/8/2019,7.7C,2,NA,NA,NA,,,X
43,Olympia,17,3Gr,0.75,8/8/2019,7.7C,2,NA,0.613,0.11,,,
43,Pacific,17,3Gr,0.16,8/8/2019,7.7C,2,NA,0.144,0.033,,,
43,Olympia,18,3Pk,0.381,8/8/2019,7.7C,2,NA,0.2948,0.0574,,,
43,Pacific,18,3Pk,0.2,8/8/2019,7.7C,2,NA,0.136,0.041,X,,
43,Olympia,19,3Pu,0.427,8/8/2019,7.7C,2,NA,0.335,0.0468,,,
43,Pacific,19,3Pu,0.18,8/8/2019,7.7C,2,NA,0.145,0.037,,,
44,Olympia,6,1Bk,0.625,8/22/2019,7.7C,4,NA,0.5271,0.0824,,,
44,Pacific,6,1Bk,0.06,8/22/2019,7.7C,4,NA,0.0638,0.014,,,
44,Olympia,4,1Bl,0.424,8/22/2019,7.7C,4,NA,0.368,0.059,,,
44,Pacific,4,1Bl,0.09,8/22/2019,7.7C,4,NA,0.096,0.023,,,
44,Olympia,1,1Gr,0.534,8/22/2019,7.7C,4,NA,0.455,0.074,,,
44,Pacific,1,1Gr,0.11,8/22/2019,7.7C,4,NA,NA,NA,,,X
44,Olympia,5,1Or,0.488,8/22/2019,7.7C,4,NA,0.4169,0.0507,,,
44,Pacific,5,1Or,0.08,8/22/2019,7.7C,4,NA,0.0684,0.0124,,,
44,Olympia,2,1Pk,0.501,8/22/2019,7.7C,4,NA,0.399,0.065,,,
44,Pacific,2,1Pk,0.08,8/22/2019,7.7C,4,NA,0.164,0.036,,,
44,Olympia,3,1Pu,0.239,8/22/2019,7.7C,4,NA,0.1781,0.0355,,,
44,Pacific,3,1Pu,0.07,8/22/2019,7.7C,4,NA,0.056,0.01,,,
44,Olympia,7,1Rd,1.206,8/22/2019,7.7C,4,NA,0.875,0.145,,,
44,Pacific,7,1Rd,0.03,8/22/2019,7.7C,4,NA,0.028,0.0048,,,
44,Olympia,8,1Wh,0.917,8/22/2019,7.7C,4,NA,0.774,0.126,,,
44,Pacific,8,1Wh,0.06,8/22/2019,7.7C,4,NA,0.0414,0.0066,,,
44,Olympia,14,2Bk,0.29,8/22/2019,7.7C,4,NA,0.255,0.04,,,
44,Pacific,14,2Bk,0.34,8/22/2019,7.7C,4,NA,0.325,0.055,,,
44,Olympia,12,2Bl,0.63,8/22/2019,7.7C,4,NA,0.554,0.108,,,
44,Pacific,12,2Bl,0.18,8/22/2019,7.7C,4,NA,NA,NA,,,X
44,Olympia,9,2Gr,0.724,8/22/2019,7.7C,4,NA,0.614,0.096,,,
44,Pacific,9,2Gr,0.25,8/22/2019,7.7C,4,NA,0.1902,0.0436,,,
44,Pacific,13,2Or,0.27,8/22/2019,7.7C,4,NA,0.1861,0.0332,,,
44,Olympia,13,2Or,1.146,8/22/2019,7.7C,4,NA,0.952,0.198,X,,
44,Olympia,10,2Pk,0.345,8/22/2019,7.7C,4,NA,0.2925,0.0486,,,
44,Olympia,11,2Pu,0.277,8/22/2019,7.7C,4,NA,0.143,0.013,,,
44,Pacific,11,2Pu,0.11,8/22/2019,7.7C,4,NA,0.092,0.022,,,
44,Olympia,15,2Rd,0.396,8/22/2019,7.7C,4,NA,0.3144,0.0515,,,
44,Pacific,15,2Rd,0.32,8/22/2019,7.7C,4,NA,0.273,0.063,,,
44,Pacific,16,2Wh,0.32,8/22/2019,7.7C,4,NA,0.291,0.041,,,
44,Olympia,16,2Wh,0.684,8/22/2019,7.7C,4,NA,0.602,0.097,,,
44,Olympia,20,3Bl,0.766,8/22/2019,7.7C,4,NA,0.635,0.14,X,,
44,Pacific,20,3Bl,0.24,8/22/2019,7.7C,4,NA,0.224,0.051,X,,
44,Pacific,17,3Gr,0.54,8/22/2019,7.7C,4,NA,0.571,0.139,X,,
44,Olympia,17,3Gr,0.38,8/22/2019,7.7C,4,NA,NA,NA,,,X
44,Olympia,18,3Pk,0.845,8/22/2019,7.7C,4,NA,0.7313,0.0872,,,
44,Pacific,18,3Pk,0.39,8/22/2019,7.7C,4,NA,0.283,0.054,,,
44,Olympia,19,3Pu,0.871,8/22/2019,7.7C,4,NA,0.725,0.101,,,
44,Pacific,19,3Pu,0.42,8/22/2019,7.7C,4,NA,0.324,0.055,,,
45,Olympia,6,1Bk,0.303,8/22/2019,7.7A0.5,4,NA,0.2558,0.0419,,,
45,Pacific,6,1Bk,0.15,8/22/2019,7.7A0.5,4,NA,NA,NA,,,X
45,Olympia,4,1Bl,0.538,8/22/2019,7.7A0.5,4,NA,0.438,0.0604,,,
45,Pacific,4,1Bl,0.17,8/22/2019,7.7A0.5,4,NA,0.121,0.0388,,,
45,Olympia,1,1Gr,0.369,8/22/2019,7.7A0.5,4,NA,0.306,0.054,,,
45,Pacific,1,1Gr,0.12,8/22/2019,7.7A0.5,4,NA,0.097,0.016,,,
45,Pacific,5,1Or,0.11,8/22/2019,7.7A0.5,4,NA,0.084,0.017,,,
45,Olympia,5,1Or,0.501,8/22/2019,7.7A0.5,4,NA,0.4289,0.0728,,,
45,Olympia,2,1Pk,1.354,8/22/2019,7.7A0.5,4,NA,1.01,0.16,,,
45,Pacific,2,1Pk,0.13,8/22/2019,7.7A0.5,4,NA,0.0971,0.0237,,,
45,Pacific,3,1Pu,0.11,8/22/2019,7.7A0.5,4,NA,0.098,0.018,,,
45,Olympia,3,1Pu,0.822,8/22/2019,7.7A0.5,4,NA,0.74,0.092,,,
45,Olympia,7,1Rd,0.615,8/22/2019,7.7A0.5,4,NA,0.4709,0.1202,,,
45,Pacific,7,1Rd,0.1,8/22/2019,7.7A0.5,4,NA,0.075,0.019,,,
45,Olympia,8,1Wh,0.325,8/22/2019,7.7A0.5,4,NA,0.2601,0.0318,,,
45,Pacific,8,1Wh,0.12,8/22/2019,7.7A0.5,4,NA,0.136,0.023,,,
45,Olympia,14,2Bk,0.423,8/22/2019,7.7A0.5,4,NA,0.364,0.045,,,
45,Pacific,14,2Bk,0.41,8/22/2019,7.7A0.5,4,NA,0.2971,0.0718,,,
45,Pacific,12,2Bl,0.14,8/22/2019,7.7A0.5,4,NA,0.1304,0.0223,,,
45,Olympia,12,2Bl,0.268,8/22/2019,7.7A0.5,4,NA,NA,NA,,,X
45,Pacific,9,2Gr,0.2,8/22/2019,7.7A0.5,4,NA,0.179,0.026,,,
45,Olympia,9,2Gr,0.329,8/22/2019,7.7A0.5,4,NA,NA,NA,,,X
45,Olympia,13,2Or,0.204,8/22/2019,7.7A0.5,4,NA,0.167,0.028,,,
45,Pacific,13,2Or,0.5,8/22/2019,7.7A0.5,4,NA,NA,NA,,,X
45,Olympia,10,2Pk,0.474,8/22/2019,7.7A0.5,4,NA,0.3784,0.0664,,,
45,Pacific,10,2Pk,0.3,8/22/2019,7.7A0.5,4,NA,0.252,0.033,,,
45,Olympia,11,2Pu,0.385,8/22/2019,7.7A0.5,4,NA,0.334,0.05,,,
45,Pacific,11,2Pu,0.27,8/22/2019,7.7A0.5,4,NA,0.205,0.0378,,,
45,Olympia,15,2Rd,0.569,8/22/2019,7.7A0.5,4,NA,0.4492,0.073,X,,
45,Pacific,15,2Rd,0.18,8/22/2019,7.7A0.5,4,NA,0.141,0.028,,,
45,Olympia,16,2Wh,0.635,8/22/2019,7.7A0.5,4,NA,0.5063,0.0954,X,,
45,Pacific,16,2Wh,0.34,8/22/2019,7.7A0.5,4,NA,0.345,0.068,,,
45,Olympia,20,3Bl,0.163,8/22/2019,7.7A0.5,4,NA,0.142,0.019,,,
45,Pacific,20,3Bl,0.51,8/22/2019,7.7A0.5,4,NA,0.3663,0.0971,X,,
45,Olympia,17,3Gr,0.456,8/22/2019,7.7A0.5,4,NA,0.37,0.065,,,
45,Pacific,17,3Gr,0.37,8/22/2019,7.7A0.5,4,NA,0.3196,0.0826,X,,
45,Olympia,18,3Pk,0.463,8/22/2019,7.7A0.5,4,NA,0.369,0.038,,,
45,Pacific,18,3Pk,0.6,8/22/2019,7.7A0.5,4,NA,0.539,0.099,,,
45,Pacific,19,3Pu,0.5,8/22/2019,7.7A0.5,4,NA,0.389,0.045,,,
45,Olympia,19,3Pu,0.62,8/22/2019,7.7A0.5,4,NA,0.543,0.088,,,
46,Pacific,6,1Bk,0.14,8/22/2019,8.0C,4,NA,0.1106,0.0234,,,
46,Olympia,6,1Bk,0.752,8/22/2019,8.0C,4,NA,NA,NA,,,X
46,Olympia,4,1Bl,0.911,8/22/2019,8.0C,4,NA,0.7893,0.1027,,,
46,Pacific,4,1Bl,0.07,8/22/2019,8.0C,4,NA,0.044,0.0096,,,
46,Pacific,1,1Gr,0.03,8/22/2019,8.0C,4,NA,0.025,0.001,,,
46,Olympia,1,1Gr,0.693,8/22/2019,8.0C,4,NA,0.627,0.103,,,
46,Olympia,5,1Or,0.272,8/22/2019,8.0C,4,NA,0.2425,0.0213,,,
46,Pacific,5,1Or,0.11,8/22/2019,8.0C,4,NA,0.0773,0.0149,,,
46,Pacific,2,1Pk,0.12,8/22/2019,8.0C,4,NA,0.0626,0.0128,,,
46,Olympia,2,1Pk,1.073,8/22/2019,8.0C,4,NA,0.934,0.162,,,
46,Olympia,3,1Pu,0.611,8/22/2019,8.0C,4,NA,0.5146,0.0598,,,
46,Pacific,3,1Pu,0.04,8/22/2019,8.0C,4,NA,0.028,0.007,,,
46,Pacific,7,1Rd,0.18,8/22/2019,8.0C,4,NA,0.118,0.0269,,,
46,Olympia,7,1Rd,0.503,8/22/2019,8.0C,4,NA,NA,NA,,,X
46,Olympia,8,1Wh,0.46,8/22/2019,8.0C,4,NA,0.3727,0.0325,,,
46,Pacific,8,1Wh,0.1,8/22/2019,8.0C,4,NA,0.0737,0.011,,,
46,Olympia,14,2Bk,0.37,8/22/2019,8.0C,4,NA,0.2913,0.0554,,,
46,Pacific,14,2Bk,0.22,8/22/2019,8.0C,4,NA,0.1666,0.0314,,,
46,Olympia,12,2Bl,0.448,8/22/2019,8.0C,4,NA,0.372,0.04,,,
46,Pacific,12,2Bl,0.16,8/22/2019,8.0C,4,NA,0.158,0.032,,,
46,Olympia,9,2Gr,1.488,8/22/2019,8.0C,4,NA,1.16,0.251,X,,
46,Pacific,9,2Gr,0.2,8/22/2019,8.0C,4,NA,0.118,0.022,X,,
46,Olympia,13,2Or,0.392,8/22/2019,8.0C,4,NA,0.3384,0.038,,,
46,Pacific,13,2Or,0.19,8/22/2019,8.0C,4,NA,0.119,0.0258,,,
46,Pacific,10,2Pk,0.14,8/22/2019,8.0C,4,NA,0.105,0.018,,,
46,Pacific,11,2Pu,0.17,8/22/2019,8.0C,4,NA,0.115,0.0303,,,
46,Olympia,11,2Pu,0.682,8/22/2019,8.0C,4,NA,0.622,0.123,,,
46,Olympia,15,2Rd,0.914,8/22/2019,8.0C,4,NA,0.7793,0.118,,,
46,Pacific,15,2Rd,0.22,8/22/2019,8.0C,4,NA,0.208,0.037,,,
46,Olympia,16,2Wh,0.722,8/22/2019,8.0C,4,NA,0.588,0.111,,,
46,Pacific,16,2Wh,0.25,8/22/2019,8.0C,4,NA,0.193,0.04,,,
46,Olympia,20,3Bl,0.634,8/22/2019,8.0C,4,NA,0.507,0.101,,,
46,Pacific,20,3Bl,0.27,8/22/2019,8.0C,4,NA,0.205,0.046,,,
46,Olympia,17,3Gr,0.429,8/22/2019,8.0C,4,NA,0.381,0.053,,,
46,Pacific,17,3Gr,0.24,8/22/2019,8.0C,4,NA,0.216,0.037,,,
46,Pacific,18,3Pk,0.41,8/22/2019,8.0C,4,NA,0.323,0.089,X,,
46,Pacific,19,3Pu,0.22,8/22/2019,8.0C,4,NA,0.206,0.041,,,
46,Olympia,19,3Pu,0.497,8/22/2019,8.0C,4,NA,0.452,0.072,,,
47,Olympia,4,1Bl,NA,7/25/2019,7.7A0.5,0,NA,0.426,0.086,,,
47,Pacific,2,1Pk,NA,7/25/2019,7.7A0.5,0,NA,0.076,0.021,,,
47,Olympia,2,1Pk,NA,7/25/2019,7.7A0.5,0,NA,0.594,0.097,,,
47,Pacific,7,1Rd,NA,7/25/2019,7.7A0.5,0,NA,0.38,0.101,,,
47,Olympia,8,1Wh,NA,7/25/2019,7.7A0.5,0,NA,0.593,0.105,,,
47,Pacific,,1Wh,NA,9/6/2019,7.7A0.5,6,NA,0.0911,0.023,,,
47,Olympia,14,2Bk,NA,7/25/2019,7.7A0.5,0,NA,0.343,0.074,,,
47,Pacific,14,2Bk,NA,7/25/2019,7.7A0.5,0,NA,0.206,0.052,,,
47,Olympia,12,2Bl,NA,7/25/2019,7.7A0.5,0,NA,0.434,0.081,,,
47,Pacific,12,2Bl,NA,7/25/2019,7.7A0.5,0,NA,0.194,0.05,,,
47,Olympia,9,2Gr,NA,7/25/2019,7.7A0.5,0,NA,0.496,0.076,,,
47,Pacific,9,2Gr,NA,7/25/2019,7.7A0.5,0,NA,0.101,0.023,,,
47,Olympia,13,2Or,NA,7/25/2019,7.7A0.5,0,NA,0.584,0.101,,,
47,Pacific,13,2Or,NA,7/25/2019,7.7A0.5,0,NA,0.343,0.174,,,
47,Olympia,10,2Pk,NA,7/25/2019,7.7A0.5,0,NA,0.501,0.08,,,
47,Pacific,10,2Pk,NA,7/25/2019,7.7A0.5,0,NA,0.123,0.022,,,
47,Pacific,11,2Pu,NA,7/25/2019,7.7A0.5,0,NA,0.169,0.053,,,
47,Olympia,15,2Rd,NA,7/25/2019,7.7A0.5,0,NA,0.494,0.092,,,
47,Olympia,16,2Wh,NA,7/25/2019,7.7A0.5,0,NA,0.257,0.058,,,
47,Pacific,16,2Wh,NA,7/25/2019,7.7A0.5,0,NA,0.225,0.059,,,
47,Olympia,19,3Pu,NA,7/25/2019,7.7A0.5,0,NA,0.485,0.085,,,
47,Pacific,19,3Pu,NA,7/25/2019,7.7A0.5,0,NA,0.273,0.109,,,
48,Olympia,6,1Bk,0.58,9/5/2019,7.7A0.2,6,NA,0.4786,0.0692,,,
48,Pacific,6,1Bk,0.33,9/6/2019,7.7A0.2,6,NA,0.245,0.065,X,,
48,Olympia,4,1Bl,0.496,9/5/2019,7.7A0.2,6,NA,0.419,0.056,,,
48,Pacific,4,1Bl,0.14,9/5/2019,7.7A0.2,6,NA,0.1019,0.0324,,,
48,Olympia,1,1Gr,0.345,9/5/2019,7.7A0.2,6,NA,0.2911,0.0395,,,
48,Pacific,1,1Gr,0.12,9/5/2019,7.7A0.2,6,NA,0.1165,0.0305,,,
48,Pacific,5,1Or,0.3,9/5/2019,7.7A0.2,6,NA,0.244,0.056,,,
48,Olympia,5,1Or,0.891,9/6/2019,7.7A0.2,6,NA,0.764,0.141,X,,
48,Olympia,2,1Pk,0.574,9/5/2019,7.7A0.2,6,NA,0.4946,0.0653,,,
48,Pacific,2,1Pk,0.08,9/5/2019,7.7A0.2,6,NA,0.063,0.012,,,
48,Olympia,3,1Pu,0.361,9/5/2019,7.7A0.2,6,NA,0.294,0.059,,,
48,Pacific,3,1Pu,0.07,9/5/2019,7.7A0.2,6,NA,0.04,0.01,,,
48,Olympia,7,1Rd,0.45,9/5/2019,7.7A0.2,6,NA,0.3591,0.0417,,,
48,Pacific,7,1Rd,0.21,9/5/2019,7.7A0.2,6,NA,0.151,0.035,,,
48,Olympia,8,1Wh,0.4,9/5/2019,7.7A0.2,6,NA,0.314,0.056,,,
48,Pacific,8,1Wh,0.11,9/5/2019,7.7A0.2,6,NA,0.0953,0.013,,,
48,Olympia,14,2Bk,1.245,9/5/2019,7.7A0.2,6,NA,1.0627,0.1446,,,
48,Pacific,14,2Bk,0.27,9/5/2019,7.7A0.2,6,NA,0.213,0.063,,,
48,Olympia,12,2Bl,0.482,9/5/2019,7.7A0.2,6,NA,0.383,0.052,,,
48,Pacific,12,2Bl,0.21,9/5/2019,7.7A0.2,6,NA,0.1529,0.0276,,,
48,Olympia,9,2Gr,0.688,9/5/2019,7.7A0.2,6,NA,0.5491,0.1081,,,
48,Pacific,9,2Gr,0.21,9/5/2019,7.7A0.2,6,NA,0.137,0.031,,,
48,Olympia,13,2Or,0.789,9/5/2019,7.7A0.2,6,NA,0.671,0.089,,,
48,Pacific,13,2Or,0.37,9/6/2019,7.7A0.2,6,NA,0.341,0.098,X,,
48,Olympia,10,2Pk,0.595,9/5/2019,7.7A0.2,6,NA,0.5061,0.0707,,,
48,Pacific,10,2Pk,0.08,9/5/2019,7.7A0.2,6,NA,0.048,0.016,,,
48,Pacific,11,2Pu,0.14,9/5/2019,7.7A0.2,6,NA,0.0991,0.0152,,,
48,Olympia,11,2Pu,0.495,9/5/2019,7.7A0.2,6,NA,0.427,0.091,,,
48,Olympia,15,2Rd,0.572,9/5/2019,7.7A0.2,6,NA,0.4855,0.0609,,,
48,Pacific,15,2Rd,0.23,9/5/2019,7.7A0.2,6,NA,0.196,0.054,,,
48,Pacific,16,2Wh,0.23,9/5/2019,7.7A0.2,6,NA,0.2047,0.0513,,,
48,Olympia,16,2Wh,0.814,9/5/2019,7.7A0.2,6,NA,0.7077,0.1353,,,
48,Olympia,20,3Bl,0.693,9/5/2019,7.7A0.2,6,NA,0.535,0.106,,,
48,Pacific,20,3Bl,0.21,9/5/2019,7.7A0.2,6,NA,0.1634,0.0394,,,
48,Olympia,17,3Gr,0.633,9/5/2019,7.7A0.2,6,NA,0.5279,0.0947,,,
48,Pacific,17,3Gr,0.35,9/5/2019,7.7A0.2,6,NA,0.2659,0.0506,,,
48,Olympia,18,3Pk,0.602,9/6/2019,7.7A0.2,6,NA,0.5,0.095,X,,
48,Pacific,18,3Pk,0.36,9/5/2019,7.7A0.2,6,NA,0.298,0.092,,,
48,Olympia,19,3Pu,0.463,9/5/2019,7.7A0.2,6,NA,0.379,0.093,,,
48,Pacific,19,3Pu,0.24,9/5/2019,7.7A0.2,6,NA,0.266,0.066,,,
49,Olympia,6,1Bk,0.177,8/22/2019,8.0A0.2,4,0.1876,NA,NA,,X,
49,Pacific,4,1Bl,0.2,8/22/2019,8.0A0.2,4,0.257,NA,NA,,X,
49,Olympia,4,1Bl,0.372,8/22/2019,8.0A0.2,4,0.4315,NA,NA,,X,
49,Olympia,1,1Gr,0.271,8/22/2019,8.0A0.2,4,0.2994,NA,NA,,X,
49,Olympia,5,1Or,0.357,8/22/2019,8.0A0.2,4,0.3597,NA,NA,,X,
49,Pacific,5,1Or,0.16,8/22/2019,8.0A0.2,4,0.25,NA,NA,,X,
49,Olympia,2,1Pk,0.815,8/22/2019,8.0A0.2,4,0.8458,NA,NA,,X,
49,Olympia,3,1Pu,0.561,8/22/2019,8.0A0.2,4,0.5817,NA,NA,,X,
49,Pacific,3,1Pu,0.09,8/22/2019,8.0A0.2,4,0.118,NA,NA,,X,
49,Olympia,7,1Rd,0.571,8/22/2019,8.0A0.2,4,0.5913,NA,NA,,X,
49,Pacific,2,1Si,0.12,8/22/2019,8.0A0.2,4,0.13,NA,NA,,X,
49,Olympia,8,1Wh,0.153,8/22/2019,8.0A0.2,4,0.1194,NA,NA,,X,
49,Olympia,14,2Bk,0.343,8/22/2019,8.0A0.2,4,0.3556,NA,NA,,X,
49,Olympia,12,2Bl,0.325,8/22/2019,8.0A0.2,4,0.3354,NA,NA,,X,
49,Pacific,11,2Bl,0.22,8/22/2019,8.0A0.2,4,0.303,NA,NA,,X,
49,Olympia,9,2Gr,0.482,8/22/2019,8.0A0.2,4,0.5065,NA,NA,,X,
49,Olympia,13,2Or,0.51,8/22/2019,8.0A0.2,4,0.5176,NA,NA,,X,
49,Pacific,12,2Or,0.18,8/22/2019,8.0A0.2,4,0.239,NA,NA,,X,
49,Olympia,10,2Pk,0.678,8/22/2019,8.0A0.2,4,0.7123,NA,NA,,X,
49,Olympia,11,2Pu,1.004,8/22/2019,8.0A0.2,4,1.0604,NA,NA,,X,
49,Pacific,10,2Pu,0.33,8/22/2019,8.0A0.2,4,0.416,NA,NA,,X,
49,Olympia,15,2Rd,0.344,8/22/2019,8.0A0.2,4,0.3552,NA,NA,,X,
49,Pacific,9,2Si,0.23,8/22/2019,8.0A0.2,4,0.326,NA,NA,,X,
49,Olympia,16,2Wh,0.179,8/22/2019,8.0A0.2,4,0.1889,NA,NA,,X,
49,Pacific,18,3Bl,0.48,8/22/2019,8.0A0.2,4,0.632,NA,NA,,X,
49,Olympia,17,3Gr,0.467,8/22/2019,8.0A0.2,4,0.4701,NA,NA,,X,
49,Pacific,19,3Or,0.33,8/22/2019,8.0A0.2,4,0.45,NA,NA,,X,
49,Olympia,18,3Pk,0.597,8/22/2019,8.0A0.2,4,0.6486,NA,NA,,X,
49,Olympia,19,3Pu,0.322,8/22/2019,8.0A0.2,4,0.3316,NA,NA,,X,
49,Pacific,17,3Pu,0.63,8/22/2019,8.0A0.2,4,0.821,NA,NA,,X,
49,Pacific,16,3Si,0.3,8/22/2019,8.0A0.2,4,0.432,NA,NA,,X,
50,Olympia,6,1Bk,0.307,9/5/2019,8.0C,6,NA,0.251,0.055,,,
50,Olympia,4,1Bl,0.307,9/5/2019,8.0C,6,NA,0.277,0.038,,,
50,Pacific,4,1Bl,0.11,9/5/2019,8.0C,6,NA,0.107,0.015,,,
50,Olympia,1,1Gr,0.266,9/5/2019,8.0C,6,NA,0.211,0.027,,,
50,Pacific,1,1Gr,0.1,9/5/2019,8.0C,6,NA,0.0726,0.0136,,,
50,Olympia,5,1Or,0.336,9/5/2019,8.0C,6,NA,0.277,0.038,,,
50,Pacific,5,1Or,0.15,9/5/2019,8.0C,6,NA,0.139,0.033,,,
50,Olympia,2,1Pk,0.202,9/5/2019,8.0C,6,NA,0.137,0.0148,,,
50,Pacific,3,1Pu,0.08,9/5/2019,8.0C,6,NA,0.067,0.009,,,
50,Olympia,3,1Pu,0.525,9/5/2019,8.0C,6,NA,0.4772,0.0776,,,
50,Pacific,6,1Rd,0.12,9/5/2019,8.0C,6,NA,0.074,0.01,,,
50,Olympia,7,1Rd,0.384,9/5/2019,8.0C,6,NA,0.335,0.062,,,
50,Pacific,2,1Si,0.12,9/5/2019,8.0C,6,NA,0.123,0.022,,,
50,Pacific,7,1Wh,0.23,9/5/2019,8.0C,6,NA,0.181,0.046,,,
50,Olympia,8,1Wh,0.17,9/5/2019,8.0C,6,NA,0.1968,0.0259,,,
50,Olympia,14,2Bk,0.714,9/5/2019,8.0C,6,NA,0.638,0.108,X,,
50,Pacific,11,2Bl,0.29,9/5/2019,8.0C,6,NA,0.244,0.036,,,
50,Olympia,12,2Bl,0.324,9/5/2019,8.0C,6,NA,0.341,0.073,,,
50,Olympia,9,2Gr,0.351,9/5/2019,8.0C,6,NA,0.315,0.051,,,
50,Pacific,8,2Gr,0.13,9/5/2019,8.0C,6,NA,0.132,0.02,,,
50,Pacific,12,2Or,0.18,9/5/2019,8.0C,6,NA,0.141,0.033,,,
50,Olympia,13,2Or,0.228,9/5/2019,8.0C,6,NA,NA,NA,,,X
50,Olympia,10,2Pk,0.269,9/5/2019,8.0C,6,NA,0.294,0.066,,,
50,Olympia,11,2Pu,0.703,9/5/2019,8.0C,6,NA,0.592,0.117,X,,
50,Pacific,10,2Pu,0.17,9/5/2019,8.0C,6,NA,0.169,0.039,,,
50,Pacific,13,2Rd,0.17,9/5/2019,8.0C,6,NA,0.173,0.035,,,
50,Olympia,15,2Rd,0.467,9/5/2019,8.0C,6,NA,0.437,0.072,,,
50,Pacific,9,2Si,0.14,9/5/2019,8.0C,6,NA,0.165,0.037,,,
50,Olympia,16,2Wh,0.261,9/5/2019,8.0C,6,NA,0.1658,0.0251,,,
50,Pacific,14,2Wh,0.31,9/5/2019,8.0C,6,NA,0.341,0.129,,,
50,Olympia,20,3Bl,0.405,9/5/2019,8.0C,6,NA,0.344,0.051,,,
50,Pacific,18,3Bl,0.29,9/5/2019,8.0C,6,NA,0.251,0.055,,,
50,Olympia,17,3Gr,0.231,9/5/2019,8.0C,6,NA,0.1897,0.0292,,,
50,Pacific,15,3Gr,0.48,9/5/2019,8.0C,6,NA,0.47,0.119,,,
50,Pacific,19,3Or,0.3,9/5/2019,8.0C,6,NA,0.303,0.058,X,,
50,Olympia,18,3Pk,0.218,9/5/2019,8.0C,6,NA,0.174,0.0123,,,
50,Olympia,19,3Pu,0.413,9/5/2019,8.0C,6,NA,0.356,0.061,,,
50,Pacific,17,3Pu,0.37,9/5/2019,8.0C,6,NA,0.308,0.094,,,
50,Pacific,20,3Rd,0.23,9/5/2019,8.0C,6,NA,0.176,0.043,,,
50,Pacific,16,3Si,0.34,9/5/2019,8.0C,6,NA,0.348,0.099,X,,
51,Olympia,4,1Bl,0.315,8/8/2019,8.0C,2,NA,0.265,0.039,,,
51,Pacific,4,1Bl,0.12,8/8/2019,8.0C,2,NA,0.105,0.021,,,
