Jar,Individual ID,Species,Week,Treatment,Rep,Dissolution score1,Circles1,Crosses1,Exposed crystals1,Total1
13,2Bl,Olympia,4,7.7A0.2,4,2,0,0,0,0
13,2Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Bl,Olympia,4,7.7A0.2,4,2,0,1,1,2
13,2Bl,Olympia,4,7.7A0.2,4,NA,NA,NA,NA,0
13,2Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,2,1,0,1,2
13,1Pu,Pacific,4,7.7A0.2,4,2,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,2,1,0,1,2
13,1Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,2,0,0,1,1
13,1Pu,Pacific,4,7.7A0.2,4,2,1,1,1,3
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,2,1,0,1,2
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,2,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,1,1,2
13,2Gr,Olympia,4,7.7A0.2,4,NA,NA,NA,NA,0
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,2,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2Gr,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,2,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,3,0,0,0,0
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,1,1,0,0,1
13,2W,Pacific,4,7.7A0.2,4,3,1,0,1,2
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,2,0,0,0,0
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,2,1,0,1,2
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2W,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,1,1,2
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,1,0,1,2
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,2Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,1Pi,Pacific,4,8.0A0.2,2,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,NA,NA,NA,NA,0
79,3Gr,Olympia,6,7.7A0.5,1,NA,NA,NA,NA,0
79,3Gr,Olympia,6,7.7A0.5,1,2,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,NA,NA,NA,NA,0
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,NA,NA,NA,NA,0
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,3Gr,Olympia,6,7.7A0.5,1,3,0,1,1,2
79,3Gr,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,1,0,0,0,0
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,2,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,2O,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,NA,NA,NA,NA,0
79,1S,Olympia,6,7.7A0.5,1,2,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,NA,NA,NA,NA,0
79,1S,Olympia,6,7.7A0.5,1,3,1,0,1,2
79,1S,Olympia,6,7.7A0.5,1,2,1,0,1,2
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,3,0,0,0,0
79,1S,Olympia,6,7.7A0.5,1,3,0,0,0,0
79,1S,Olympia,6,7.7A0.5,1,NA,NA,NA,NA,0
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1S,Olympia,6,7.7A0.5,1,3,0,0,0,0
79,1S,Olympia,6,7.7A0.5,1,3,0,0,0,0
79,1S,Olympia,6,7.7A0.5,1,3,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,1,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,NA,NA,NA,NA,0
23,2Bl,Pacific,4,8.0A0.2,2,1,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,2,1,0,1,2
23,2Bl,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,1,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,3,0,1,1,2
23,2Bl,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,2,0,1,1,2
23,2Bl,Pacific,4,8.0A0.2,2,1,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,2Bl,Pacific,4,8.0A0.2,2,2,1,0,1,2
79,1W,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1W,Pacific,6,7.7A0.5,1,3,0,0,0,0
79,1W,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1W,Pacific,6,7.7A0.5,1,3,0,0,0,0
79,1W,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1W,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1W,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1W,Pacific,6,7.7A0.5,1,3,0,0,0,0
79,1W,Pacific,6,7.7A0.5,1,2,0,0,1,1
79,1W,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1W,Pacific,6,7.7A0.5,1,2,0,0,1,1
79,1W,Pacific,6,7.7A0.5,1,1,0,0,0,0
79,1W,Pacific,6,7.7A0.5,1,3,0,0,0,0
79,1W,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1W,Pacific,6,7.7A0.5,1,3,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,1,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,1,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,1,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,1,0,0,0,0
23,2W,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,3,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,2,0,0,1,1
23,2W,Pacific,4,8.0A0.2,2,3,0,0,0,0
23,2W,Pacific,4,8.0A0.2,2,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,1,0,0,0,0
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,0,0
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,0,0
79,1Bl,Olympia,6,7.7A0.5,1,2,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,NA,NA,NA,NA,0
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,0,0
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,0,0
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Bl,Olympia,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,NA,NA,NA,NA,0
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,NA,NA,NA,NA,0
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,NA,NA,NA,NA,0
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
79,1Pu,Pacific,6,7.7A0.5,1,3,1,0,1,2
79,1Pu,Pacific,6,7.7A0.5,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,2,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,2,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
9,1Pi,Pacific,6,7.7C,1,3,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,NA,NA,NA,NA,0
13,1R,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,2,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,3,1,0,1,2
13,1R,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,2,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,2,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,1,0,0,0,0
13,1R,Olympia,4,7.7A0.2,4,3,0,1,1,2
13,1R,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,1R,Olympia,4,7.7A0.2,4,1,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,2,0,1,1,2
13,3Bl,Olympia,4,7.7A0.2,4,3,0,1,1,2
13,3Bl,Olympia,4,7.7A0.2,4,3,1,1,1,3
13,3Bl,Olympia,4,7.7A0.2,4,3,1,0,1,2
13,3Bl,Olympia,4,7.7A0.2,4,NA,NA,NA,NA,0
13,3Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,3,0,1,1,2
13,3Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,2,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,3Bl,Olympia,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,NA,NA,NA,NA,0
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
13,3Pu,Pacific,4,7.7A0.2,4,3,0,0,1,1
9,3Gr,Pacific,6,7.7C,1,1,1,0,1,2
9,3Gr,Pacific,6,7.7C,1,1,0,0,1,1
9,3Gr,Pacific,6,7.7C,1,2,1,0,1,2
9,3Gr,Pacific,6,7.7C,1,2,0,0,1,1
9,3Gr,Pacific,6,7.7C,1,2,0,0,1,1
9,3Gr,Pacific,6,7.7C,1,1,1,0,1,2
9,3Gr,Pacific,6,7.7C,1,2,1,0,1,2
9,3Gr,Pacific,6,7.7C,1,3,0,0,1,1
9,3Gr,Pacific,6,7.7C,1,3,0,0,1,1
9,3Gr,Pacific,6,7.7C,1,3,1,1,1,3
9,3Gr,Pacific,6,7.7C,1,2,1,0,1,2
9,3Gr,Pacific,6,7.7C,1,3,1,0,1,2
9,3Gr,Pacific,6,7.7C,1,3,1,0,1,2
9,3Gr,Pacific,6,7.7C,1,3,0,0,1,1
9,3Gr,Pacific,6,7.7C,1,1,0,0,1,1
9,3Gr,Pacific,6,7.7C,1,3,0,0,1,1
9,3Gr,Pacific,6,7.7C,1,3,0,0,1,1
9,3Gr,Pacific,6,7.7C,1,1,0,1,1,2
9,2O,Pacific,6,7.7C,1,3,0,0,1,1
9,2O,Pacific,6,7.7C,1,3,0,0,1,1
9,2O,Pacific,6,7.7C,1,3,0,0,1,1
9,2O,Pacific,6,7.7C,1,1,0,0,0,0
9,2O,Pacific,6,7.7C,1,3,0,0,1,1
9,2O,Pacific,6,7.7C,1,3,0,0,1,1
9,2O,Pacific,6,7.7C,1,2,1,0,1,2
9,2O,Pacific,6,7.7C,1,2,1,0,1,2
9,2O,Pacific,6,7.7C,1,3,0,0,1,1
9,2O,Pacific,6,7.7C,1,2,0,0,1,1
9,2O,Pacific,6,7.7C,1,3,0,0,1,1
9,2O,Pacific,6,7.7C,1,3,0,0,1,1
9,2O,Pacific,6,7.7C,1,2,0,0,1,1
9,2O,Pacific,6,7.7C,1,1,0,0,0,0
9,2O,Pacific,6,7.7C,1,3,1,0,1,2
9,2O,Pacific,6,7.7C,1,1,0,1,1,2
9,2Pu,Pacific,6,7.7C,1,3,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,2,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,2,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,2,0,1,1,2
9,2Pu,Pacific,6,7.7C,1,3,0,1,1,2
9,2Pu,Pacific,6,7.7C,1,3,1,0,1,2
9,2Pu,Pacific,6,7.7C,1,3,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,2,1,1,1,3
9,2Pu,Pacific,6,7.7C,1,3,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,3,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,3,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,3,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,3,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,3,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,3,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,2,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,1,0,0,1,1
9,2Pu,Pacific,6,7.7C,1,2,0,1,1,2
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,2,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,2,0,1,1,2
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,0,0
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,3Bl,Olympia,6,7.7C,1,3,0,0,1,1
9,2R,Olympia,6,7.7C,1,2,0,0,1,1
9,2R,Olympia,6,7.7C,1,1,0,0,1,1
9,2R,Olympia,6,7.7C,1,1,0,1,1,2
9,2R,Olympia,6,7.7C,1,1,0,0,1,1
9,2R,Olympia,6,7.7C,1,1,0,1,1,2
9,2R,Olympia,6,7.7C,1,2,0,0,1,1
9,2R,Olympia,6,7.7C,1,1,0,0,0,0
9,2R,Olympia,6,7.7C,1,1,1,0,1,2
9,2R,Olympia,6,7.7C,1,3,0,0,1,1
9,2R,Olympia,6,7.7C,1,3,0,0,1,1
9,2R,Olympia,6,7.7C,1,1,1,0,1,2
9,2R,Olympia,6,7.7C,1,2,1,0,1,2
9,2R,Olympia,6,7.7C,1,3,0,0,1,1
9,2R,Olympia,6,7.7C,1,1,0,0,1,1
9,2R,Olympia,6,7.7C,1,3,0,0,1,1
9,2R,Olympia,6,7.7C,1,2,0,0,1,1
9,2R,Olympia,6,7.7C,1,3,0,0,0,0
9,2R,Olympia,6,7.7C,1,3,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,1,1,1,1,3
9,2Bc,Olympia,6,7.7C,1,1,1,1,1,3
9,2Bc,Olympia,6,7.7C,1,3,1,0,0,1
9,2Bc,Olympia,6,7.7C,1,1,1,1,1,3
9,2Bc,Olympia,6,7.7C,1,3,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,3,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,3,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,2,0,1,1,2
9,2Bc,Olympia,6,7.7C,1,3,0,1,1,2
9,2Bc,Olympia,6,7.7C,1,1,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,1,0,0,0,0
9,2Bc,Olympia,6,7.7C,1,3,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,3,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,3,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,3,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,3,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,3,0,0,1,1
9,2Bc,Olympia,6,7.7C,1,3,1,0,1,2
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
9,2O,Olympia,6,7.7C,1,1,0,0,1,1
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
9,2O,Olympia,6,7.7C,1,2,0,0,1,1
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
9,2O,Olympia,6,7.7C,1,1,0,1,1,2
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
9,2O,Olympia,6,7.7C,1,1,0,1,1,2
9,2O,Olympia,6,7.7C,1,1,0,1,1,2
9,2O,Olympia,6,7.7C,1,3,0,1,1,2
9,2O,Olympia,6,7.7C,1,3,0,1,1,2
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
9,2O,Olympia,6,7.7C,1,3,0,0,1,1
66,3S,Olympia,6,8.0C,4,1,0,1,1,2
66,3S,Olympia,6,8.0C,4,1,0,0,1,1
66,3S,Olympia,6,8.0C,4,1,0,0,1,1
66,3S,Olympia,6,8.0C,4,1,1,0,1,2
66,3S,Olympia,6,8.0C,4,1,1,0,1,2
66,3S,Olympia,6,8.0C,4,1,0,1,1,2
66,3S,Olympia,6,8.0C,4,1,0,0,1,1
