image_id,individual_id,initial/final,jar,length_cm,length_pixels,pixels_per_cm,replicate,species,treatment,week,width_cm,width_pixels
IMG_9876,3Pu,initial,33,2.06,181.01,88,3,Olympia,7.7A0.5,6,1.64,144.47
IMG_9876,3Gr,initial,33,1.68,147.75,88,3,Olympia,7.7A0.5,6,1.48,130.65
IMG_9876,1Or,initial,33,1.14,100,88,3,Olympia,7.7A0.5,6,0.97,84.96
IMG_9877,1Bk,initial,34,1.14,103.59,90.66666667,2,Olympia,8.0A0.2,6,0.83,75.69
IMG_9877,2Rd,initial,34,1.49,135.48,90.66666667,2,Olympia,8.0A0.2,6,1.05,95.02
IMG_9877,2Pu,initial,34,1.35,122.58,90.66666667,2,Olympia,8.0A0.2,6,0.99,90.14
IMG_9877,3Gr,initial,34,1.74,157.69,90.66666667,2,Olympia,8.0A0.2,6,1.54,140
IMG_9877,1Gr,initial,34,1.12,101.65,90.66666667,2,Olympia,8.0A0.2,6,0.95,86.02
IMG_9877,1Bl,initial,34,1.07,97.2,90.66666667,2,Olympia,8.0A0.2,6,0.88,80.16
IMG_9877,2Or,initial,34,1.52,137.62,90.66666667,2,Olympia,8.0A0.2,6,1.29,117.35
IMG_9877,2Gr,initial,34,1.33,120.42,90.66666667,2,Olympia,8.0A0.2,6,1.03,93.09
IMG_9877,1Pk,initial,34,1.18,106.85,90.66666667,2,Olympia,8.0A0.2,6,0.93,84.72
IMG_9877,1Or,initial,34,1.2,109.22,90.66666667,2,Olympia,8.0A0.2,6,0.92,83.41
IMG_9877,3Bl,initial,34,1.91,172.96,90.66666667,2,Olympia,8.0A0.2,6,1.24,112.18
IMG_9877,1Pu,initial,34,1.21,110.03,90.66666667,2,Olympia,8.0A0.2,6,0.95,85.7
IMG_9877,2Wh,initial,34,1.53,139.05,90.66666667,2,Olympia,8.0A0.2,6,1.03,93.01
IMG_9877,2Bl,initial,34,1.25,113.36,90.66666667,2,Olympia,8.0A0.2,6,1,90.45
IMG_9877,3Pk,initial,34,1.63,148.19,90.66666667,2,Olympia,8.0A0.2,6,1.19,108.34
IMG_9877,1Rd,initial,34,1.16,105.48,90.66666667,2,Olympia,8.0A0.2,6,1.04,94.56
IMG_9877,1Wh,initial,34,1.19,108.31,90.66666667,2,Olympia,8.0A0.2,6,1.02,92.21
IMG_9877,3Pu,initial,34,1.53,138.31,90.66666667,2,Olympia,8.0A0.2,6,1.47,133.33
IMG_9877,2Bk,initial,34,1.37,124.02,90.66666667,2,Olympia,8.0A0.2,6,1.18,106.71
IMG_9877,2Pk,initial,34,1.46,132.74,90.66666667,2,Olympia,8.0A0.2,6,1.14,103.02
IMG_9878,2Bk,initial,35,1.76,153.21,87,2,Olympia,7.7A0.2,6,1.31,114.18
IMG_9878,3Pu,initial,35,1.81,157.84,87,2,Olympia,7.7A0.2,6,1.49,129.88
IMG_9878,1Bk,initial,35,1.87,162.79,87,2,Olympia,7.7A0.2,6,1.49,129.8
IMG_9878,1Rd,initial,35,1.7,147.73,87,2,Olympia,7.7A0.2,6,1.25,109.17
IMG_9878,2Pu,initial,35,1.63,142.09,87,2,Olympia,7.7A0.2,6,1.28,111.68
IMG_9878,1Pk,initial,35,1.4,121.49,87,2,Olympia,7.7A0.2,6,1.03,89.36
IMG_9878,2Pk,initial,35,1.55,134.45,87,2,Olympia,7.7A0.2,6,1.08,93.9
IMG_9878,1Gr,initial,35,1.08,93.94,87,2,Olympia,7.7A0.2,6,0.94,81.94
IMG_9878,3Gr,initial,35,2.04,177.71,87,2,Olympia,7.7A0.2,6,1.55,135.03
IMG_9878,2Gr,initial,35,1.81,157.89,87,2,Olympia,7.7A0.2,6,1.28,111.09
IMG_9878,2Bl,initial,35,1.64,142.64,87,2,Olympia,7.7A0.2,6,1.37,119.33
IMG_9878,1Pu,initial,35,1.48,128.7,87,2,Olympia,7.7A0.2,6,1.02,88.62
IMG_9878,2Rd,initial,35,1.22,106.57,87,2,Olympia,7.7A0.2,6,1.05,91.42
IMG_9878,3Pk,initial,35,2.1,183.1,87,2,Olympia,7.7A0.2,6,1.6,139.3
IMG_9878,1Bl,initial,35,1.33,116,87,2,Olympia,7.7A0.2,6,1.16,100.72
IMG_9878,3Bl,initial,35,1.98,172.59,87,2,Olympia,7.7A0.2,6,1.44,125.5
IMG_9878,1Or,initial,35,1.1,95.9,87,2,Olympia,7.7A0.2,6,0.98,84.85
IMG_9878,2Or,initial,35,1.16,101.32,87,2,Olympia,7.7A0.2,6,0.95,82.46
IMG_9878,1Wh,initial,35,1.05,91.27,87,2,Olympia,7.7A0.2,6,0.93,80.78
IMG_9878,2Wh,initial,35,1.47,128.08,87,2,Olympia,7.7A0.2,6,1.11,96.18
IMG_9879,1Or,initial,26,0.87,74.32,85.66666667,2,Pacific,7.7A0.2,0,0.57,48.47
IMG_9879,2Bk,initial,26,1.51,129.03,85.66666667,2,Pacific,7.7A0.2,0,1.06,90.82
IMG_9879,1Bl,initial,26,1.31,112.45,85.66666667,2,Pacific,7.7A0.2,0,0.68,58.46
IMG_9879,1Gr,initial,26,0.82,69.97,85.66666667,2,Pacific,7.7A0.2,0,0.64,55.01
IMG_9879,2Gr,initial,26,1.34,115,85.66666667,2,Pacific,7.7A0.2,0,1.26,108.05
IMG_9879,2Wh,initial,26,1.56,133.41,85.66666667,2,Pacific,7.7A0.2,0,1.15,98.11
IMG_9879,2Or,initial,26,1.44,123.48,85.66666667,2,Pacific,7.7A0.2,0,1.09,93.54
IMG_9879,1Pu,initial,26,1.13,96.46,85.66666667,2,Pacific,7.7A0.2,0,0.79,67.62
IMG_9879,3Gr,initial,26,1.46,124.66,85.66666667,2,Pacific,7.7A0.2,0,1.11,95.51
IMG_9879,3Bl,initial,26,1.84,157.97,85.66666667,2,Pacific,7.7A0.2,0,1.19,102.2
IMG_9879,1Rd,initial,26,1.04,89.45,85.66666667,2,Pacific,7.7A0.2,0,0.83,71.45
IMG_9879,2Pu,initial,26,1.32,112.7,85.66666667,2,Pacific,7.7A0.2,0,1.08,92.8
IMG_9879,1Pk,initial,26,1.03,88.01,85.66666667,2,Pacific,7.7A0.2,0,0.66,56.22
IMG_9879,3Pu,initial,26,2.17,186.04,85.66666667,2,Pacific,7.7A0.2,0,1.64,140.81
IMG_9879,1Bk,initial,26,0.91,77.62,85.66666667,2,Pacific,7.7A0.2,0,0.74,63.25
IMG_9879,2Pk,initial,26,1.38,118.26,85.66666667,2,Pacific,7.7A0.2,0,1.06,90.52
IMG_9879,2Bl,initial,26,1,85.59,85.66666667,2,Pacific,7.7A0.2,0,0.87,74.81
IMG_9879,3Pk,initial,26,1.78,152.27,85.66666667,2,Pacific,7.7A0.2,0,1.41,121.08
IMG_9879,2Rd,initial,26,0.87,130.29,85.66666667,2,Pacific,7.7A0.2,0,0.57,93.31
IMG_9879,1Wh,initial,26,1.51,105.77,85.66666667,2,Pacific,7.7A0.2,0,1.06,72.44
IMG_9880,1Rd,initial,36,1.46,128.14,88,2,Olympia,8.0C,6,1.13,99.64
IMG_9880,3Pu,initial,36,2.03,178.24,88,2,Olympia,8.0C,6,1.61,141.35
IMG_9880,2Gr,initial,36,1.55,136.61,88,2,Olympia,8.0C,6,1.16,102.34
IMG_9880,2Or,initial,36,1.19,105.11,88,2,Olympia,8.0C,6,0.88,77.49
IMG_9880,1Or,initial,36,1.22,107.49,88,2,Olympia,8.0C,6,0.87,76.94
IMG_9880,2Wh,initial,36,1.16,101.98,88,2,Olympia,8.0C,6,0.95,83.73
IMG_9880,1Pu,initial,36,1.32,116.4,88,2,Olympia,8.0C,6,1.02,89.56
IMG_9880,2Pu,initial,36,1.73,152.12,88,2,Olympia,8.0C,6,1.13,99.02
IMG_9880,2Rd,initial,36,1.47,129.52,88,2,Olympia,8.0C,6,1.06,93.3
IMG_9880,1Bl,initial,36,1.52,133.9,88,2,Olympia,8.0C,6,1,87.6
IMG_9880,1Bk,initial,36,1.5,131.97,88,2,Olympia,8.0C,6,1.12,98.13
IMG_9880,1Wh,initial,36,1.29,113.86,88,2,Olympia,8.0C,6,0.91,80.16
IMG_9880,1Gr,initial,36,1.33,116.73,88,2,Olympia,8.0C,6,1.01,89.2
IMG_9880,2Bl,initial,36,1.56,137.71,88,2,Olympia,8.0C,6,1.12,98.51
IMG_9880,3Gr,initial,36,1.99,175.28,88,2,Olympia,8.0C,6,1.55,136.57
IMG_9880,1Pk,initial,36,1.26,111.25,88,2,Olympia,8.0C,6,1,87.66
IMG_9880,2Bk,initial,36,1.56,136.88,88,2,Olympia,8.0C,6,1.1,96.9
IMG_9880,3Bl,initial,36,1.53,134.4,88,2,Olympia,8.0C,6,1.26,110.92
IMG_9880,2Pk,initial,36,1.36,120,88,2,Olympia,8.0C,6,1.22,107.48
IMG_9880,3Pk,initial,36,2.43,213.77,88,2,Olympia,8.0C,6,1.89,165.92
IMG_9881,1Pu,initial,27,0.92,81.27,88.33333333,2,Pacific,7.7C,6,0.82,72.47
IMG_9881,2Pk,initial,27,1.34,118.14,88.33333333,2,Pacific,7.7C,6,0.96,85
IMG_9881,1Bl,initial,27,0.96,85.21,88.33333333,2,Pacific,7.7C,6,0.79,69.46
IMG_9881,3Pk,initial,27,1.55,136.78,88.33333333,2,Pacific,7.7C,6,1.06,93.21
IMG_9881,1Wh,initial,27,0.8,70.53,88.33333333,2,Pacific,7.7C,6,0.63,55.23
IMG_9881,2Gr,initial,27,1.56,137.61,88.33333333,2,Pacific,7.7C,6,0.91,80.51
IMG_9881,1Gr,initial,27,1.12,98.86,88.33333333,2,Pacific,7.7C,6,0.77,67.6
IMG_9881,2Bk,initial,27,1.53,135.35,88.33333333,2,Pacific,7.7C,6,1.12,99.28
IMG_9881,1Rd,initial,27,0.79,70.06,88.33333333,2,Pacific,7.7C,6,0.72,64.03
IMG_9881,1Or,initial,27,0.89,78.45,88.33333333,2,Pacific,7.7C,6,0.73,64.76
IMG_9881,1Bk,initial,27,0.88,77.37,88.33333333,2,Pacific,7.7C,6,0.55,48.33
IMG_9881,2Rd,initial,27,1.39,123.17,88.33333333,2,Pacific,7.7C,6,0.96,84.63
IMG_9881,1Pk,initial,27,0.93,82.29,88.33333333,2,Pacific,7.7C,6,0.77,68.45
IMG_9881,3Gr,initial,27,1.23,108.37,88.33333333,2,Pacific,7.7C,6,1.02,90.27
IMG_9881,2Pu,initial,27,1.21,106.92,88.33333333,2,Pacific,7.7C,6,0.92,81.49
IMG_9881,3Bl,initial,27,1.36,119.82,88.33333333,2,Pacific,7.7C,6,1.23,108.3
IMG_9881,2Or,initial,27,1.43,126.63,88.33333333,2,Pacific,7.7C,6,1.11,98.33
IMG_9881,3Pu,initial,27,1.85,163.68,88.33333333,2,Pacific,7.7C,6,1.1,97.08
IMG_9881,2Bl,initial,27,1.22,107.52,88.33333333,2,Pacific,7.7C,6,1.09,96.01
IMG_9881,2Wh,initial,27,1.71,151.43,88.33333333,2,Pacific,7.7C,6,1.23,108.23
IMG_9882,2Rd,initial,38,1.12,103.32,88,5,Olympia,8.0C,2,0.87,80.23
IMG_9882,1Bk,initial,38,1.11,102.32,88,5,Olympia,8.0C,2,0.94,86.33
IMG_9882,2Wh,initial,38,1.36,124.72,88,5,Olympia,8.0C,2,1,92.35
IMG_9882,3Bl,initial,38,1.69,155.91,88,5,Olympia,8.0C,2,1.28,117.83
IMG_9882,1Wh,initial,38,1.35,123.76,88,5,Olympia,8.0C,2,1.22,112.59
IMG_9882,1Rd,initial,38,1.23,113.16,88,5,Olympia,8.0C,2,0.96,88.6
IMG_9882,2Or,initial,38,1.42,130.55,88,5,Olympia,8.0C,2,1.08,99.3
IMG_9882,2Pu,initial,38,1.22,112.45,88,5,Olympia,8.0C,2,1,92.2
IMG_9882,2Bk,initial,38,1.26,115.6,88,5,Olympia,8.0C,2,1.14,104.62
IMG_9882,1Bl,initial,38,1.23,113.57,88,5,Olympia,8.0C,2,1.01,92.8
IMG_9882,2Pk,initial,38,1.45,133.24,88,5,Olympia,8.0C,2,1.22,112.29
IMG_9882,3Pk,initial,38,1.79,164.28,88,5,Olympia,8.0C,2,1.16,106.57
IMG_9882,3Pu,initial,38,2.22,204.12,88,5,Olympia,8.0C,2,1.84,169.12
IMG_9882,1Pu,initial,38,1.03,94.56,88,5,Olympia,8.0C,2,0.81,74.67
IMG_9882,1Pk,initial,38,1.08,99.18,88,5,Olympia,8.0C,2,0.86,79.1
IMG_9882,2Bl,initial,38,1.44,127.02,88,5,Olympia,8.0C,2,1.26,111
IMG_9882,1Gr,initial,38,1.39,122.33,88,5,Olympia,8.0C,2,1.1,96.43
IMG_9882,2Gr,initial,38,1.7,149.49,88,5,Olympia,8.0C,2,1.19,104.32
IMG_9882,3Gr,initial,38,1.68,147.81,88,5,Olympia,8.0C,2,1.86,163.53
IMG_9882,1Or,initial,38,1.41,123.69,88,5,Olympia,8.0C,2,0.93,81.79
IMG_9883,1Rd,initial,28,0.78,69.97,90,1,Pacific,8.0A0.2,2,0.58,51.87
IMG_9883,2Wh,initial,28,1.14,102.2,90,1,Pacific,8.0A0.2,2,1.01,90.6
IMG_9883,3Bl,initial,28,1.27,114.21,90,1,Pacific,8.0A0.2,2,0.78,70.29
IMG_9883,1Bk,initial,28,0.92,83.17,90,1,Pacific,8.0A0.2,2,0.71,64.03
IMG_9883,2Rd,initial,28,1.59,143.39,90,1,Pacific,8.0A0.2,2,1.16,104.31
IMG_9883,1Or,initial,28,1,89.55,90,1,Pacific,8.0A0.2,2,0.62,55.76
IMG_9883,2Bk,initial,28,1.49,133.79,90,1,Pacific,8.0A0.2,2,1.02,91.48
IMG_9883,2Pu,initial,28,1,90.05,90,1,Pacific,8.0A0.2,2,0.77,69.34
IMG_9883,2Bl,initial,28,1.14,102.96,90,1,Pacific,8.0A0.2,2,0.69,61.68
IMG_9883,3Pk,initial,28,1.71,153.81,90,1,Pacific,8.0A0.2,2,1.18,106.04
IMG_9883,3Pu,initial,28,1.4,125.57,90,1,Pacific,8.0A0.2,2,0.94,84.76
IMG_9883,1Bl,initial,28,0.78,70.6,90,1,Pacific,8.0A0.2,2,0.52,46.69
IMG_9883,2Pk,initial,28,1.12,100.57,90,1,Pacific,8.0A0.2,2,1.04,93.35
IMG_9883,1Pk,initial,28,0.97,87.37,90,1,Pacific,8.0A0.2,2,0.81,72.8
IMG_9883,3Gr,initial,28,1.42,128.22,90,1,Pacific,8.0A0.2,2,1.25,112.93
IMG_9883,1Pu,initial,28,0.94,84.86,90,1,Pacific,8.0A0.2,2,0.71,63.57
IMG_9883,2Gr,initial,28,1.12,101.18,90,1,Pacific,8.0A0.2,2,0.81,72.56
IMG_9883,1Gr,initial,28,0.97,87.32,90,1,Pacific,8.0A0.2,2,0.55,49.58
IMG_9883,1Wh,initial,28,1.21,108.68,90,1,Pacific,8.0A0.2,2,0.78,70.04
IMG_9883,2Or,initial,28,1.24,112,90,1,Pacific,8.0A0.2,2,0.86,77.06
IMG_9884,1Wh,initial,29,0.86,78.49,91.33333333,1,Pacific,8.0A0.2,6,0.66,60.21
IMG_9884,2Rd,initial,29,1.75,160.1,91.33333333,1,Pacific,8.0A0.2,6,1.26,115.32
IMG_9884,1Or,initial,29,0.94,86.02,91.33333333,1,Pacific,8.0A0.2,6,0.74,67.62
IMG_9884,1Bk,initial,29,0.91,83.53,91.33333333,1,Pacific,8.0A0.2,6,0.71,64.9
IMG_9884,3Pk,initial,29,1.72,157.21,91.33333333,1,Pacific,8.0A0.2,6,1.32,120.25
IMG_9884,2Pu,initial,29,1.35,123.07,91.33333333,1,Pacific,8.0A0.2,6,0.9,82.3
IMG_9884,1Pu,initial,29,0.72,66.19,91.33333333,1,Pacific,8.0A0.2,6,0.54,49.5
IMG_9884,3Bl,initial,29,1.83,167.29,91.33333333,1,Pacific,8.0A0.2,6,1.64,150
IMG_9884,1Pk,initial,29,0.81,73.88,91.33333333,1,Pacific,8.0A0.2,6,0.52,47.42
IMG_9884,2Bl,initial,29,1.44,131.85,91.33333333,1,Pacific,8.0A0.2,6,0.79,72.03
IMG_9884,3Pu,initial,29,1.91,174.38,91.33333333,1,Pacific,8.0A0.2,6,1.31,119.54
IMG_9884,1Bl,initial,29,0.83,75.71,91.33333333,1,Pacific,8.0A0.2,6,0.61,55.9
IMG_9884,2Gr,initial,29,1.05,95.52,91.33333333,1,Pacific,8.0A0.2,6,0.77,70.49
IMG_9884,2Bk,initial,29,1.43,131.02,91.33333333,1,Pacific,8.0A0.2,6,1.18,107.91
IMG_9884,1Gr,initial,29,0.97,88.64,91.33333333,1,Pacific,8.0A0.2,6,0.69,63.13
IMG_9884,3Gr,initial,29,1.57,143.14,91.33333333,1,Pacific,8.0A0.2,6,1.3,119.04
IMG_9884,2Or,initial,29,1.17,106.78,91.33333333,1,Pacific,8.0A0.2,6,0.91,82.87
IMG_9884,2Pk,initial,29,1.1,100.62,91.33333333,1,Pacific,8.0A0.2,6,0.69,62.68
IMG_9884,1Rd,initial,29,1.21,110.44,91.33333333,1,Pacific,8.0A0.2,6,0.63,57.8
IMG_9884,2Wh,initial,29,1.73,158.4,91.33333333,1,Pacific,8.0A0.2,6,1.18,107.86
IMG_9885,2Gr,initial,30,1.39,125.13,90,3,Pacific,7.7C,6,1.02,92.21
IMG_9885,3Bl,initial,30,1.81,163.25,90,3,Pacific,7.7C,6,0.96,86.73
IMG_9885,3Pu,initial,30,2.01,181.01,90,3,Pacific,7.7C,6,1.47,132.28
IMG_9885,2Pu,initial,30,1.24,111.83,90,3,Pacific,7.7C,6,0.91,82.04
IMG_9885,2Or,initial,30,1.55,139.62,90,3,Pacific,7.7C,6,1.23,110.34
IMG_9885,2Bl,initial,30,1.38,124.04,90,3,Pacific,7.7C,6,1.18,106.02
IMG_9885,1Rd,initial,30,1,89.94,90,3,Pacific,7.7C,6,0.82,74.11
IMG_9885,1Or,initial,30,0.92,83.1,90,3,Pacific,7.7C,6,0.62,55.61
IMG_9885,1Bk,initial,30,1.2,107.56,90,3,Pacific,7.7C,6,0.96,86.68
IMG_9885,2Wh,initial,30,1.48,133.51,90,3,Pacific,7.7C,6,0.99,88.89
IMG_9885,1Wh,initial,30,1.07,96.34,90,3,Pacific,7.7C,6,0.8,72.01
IMG_9885,1Pu,initial,30,0.85,76.32,90,3,Pacific,7.7C,6,0.78,70.01
IMG_9885,3Gr,initial,30,1.62,145.77,90,3,Pacific,7.7C,6,1.22,109.66
IMG_9885,2Bk,initial,30,1.24,111.89,90,3,Pacific,7.7C,6,1.15,103.73
IMG_9885,1Bl,initial,30,1.17,105.62,90,3,Pacific,7.7C,6,0.94,84.48
IMG_9885,1Pk,initial,30,1.06,95.08,90,3,Pacific,7.7C,6,0.83,74.67
IMG_9885,2Pk,initial,30,1.4,125.96,90,3,Pacific,7.7C,6,1.12,100.4
IMG_9885,1Gr,initial,30,1.12,100.5,90,3,Pacific,7.7C,6,0.68,60.93
IMG_9885,3Pk,initial,30,1.58,142.61,90,3,Pacific,7.7C,6,1.25,112.9
IMG_9885,2Rd,initial,30,1.5,135.42,90,3,Pacific,7.7C,6,1.15,103.08
IMG_9886,3Gr,initial,37,2,177.73,89,3,Olympia,8.0A0.2,6,1.52,135.21
IMG_9886,1Pu,initial,37,1.29,114.95,89,3,Olympia,8.0A0.2,6,0.97,86.09
IMG_9886,3Pu,initial,37,1.36,121.33,89,3,Olympia,8.0A0.2,6,1.16,102.88
IMG_9886,2Gr,initial,37,1.45,128.83,89,3,Olympia,8.0A0.2,6,1.16,103.25
IMG_9886,1Gr,initial,37,1.14,101.02,89,3,Olympia,8.0A0.2,6,0.93,83.01
IMG_9886,2Pu,initial,37,1.66,148,89,3,Olympia,8.0A0.2,6,1.21,107.91
IMG_9886,1Rd,initial,37,1.46,129.76,89,3,Olympia,8.0A0.2,6,1.18,104.69
IMG_9886,1Pk,initial,37,1.43,127.53,89,3,Olympia,8.0A0.2,6,0.92,81.44
IMG_9886,1Or,initial,37,1.38,123.17,89,3,Olympia,8.0A0.2,6,1.06,94.41
IMG_9886,2Pk,initial,37,1.71,151.99,89,3,Olympia,8.0A0.2,6,1.26,112
IMG_9886,2Bk,initial,37,1.6,142.04,89,3,Olympia,8.0A0.2,6,1.16,103.59
IMG_9886,1Bk,initial,37,1.45,129.32,89,3,Olympia,8.0A0.2,6,1.26,111.89
IMG_9886,1Wh,initial,37,1.3,115.26,89,3,Olympia,8.0A0.2,6,0.92,81.88
IMG_9886,1Bl,initial,37,1.19,105.8,89,3,Olympia,8.0A0.2,6,1.07,95.34
IMG_9886,2Bl,initial,37,1.64,146,89,3,Olympia,8.0A0.2,6,1.18,105.12
IMG_9886,3Bl,initial,37,1.75,156.03,89,3,Olympia,8.0A0.2,6,1.13,100.7
IMG_9886,2Or,initial,37,1.96,174.2,89,3,Olympia,8.0A0.2,6,1.71,151.85
IMG_9886,3Pk,initial,37,2.05,182.1,89,3,Olympia,8.0A0.2,6,1.66,147.34
IMG_9886,2Rd,initial,37,1.09,97,89,3,Olympia,8.0A0.2,6,1.09,97.06
IMG_9886,2Wh,initial,37,1.56,138.8,89,3,Olympia,8.0A0.2,6,1.02,91.18
IMG_9887,2Gr,initial,39,1.53,140.63,91.66666667,3,Olympia,7.7A0.5,2,1.2,109.59
IMG_9887,1Gr,initial,39,1.13,103.82,91.66666667,3,Olympia,7.7A0.5,2,0.94,86.58
IMG_9887,1Wh,initial,39,1.23,112.61,91.66666667,3,Olympia,7.7A0.5,2,0.99,90.55
IMG_9887,2Wh,initial,39,1.47,134.94,91.66666667,3,Olympia,7.7A0.5,2,1.05,96.18
IMG_9887,3Gr,initial,39,2.07,189.47,91.66666667,3,Olympia,7.7A0.5,2,1.51,138.28
IMG_9887,1Pk,initial,39,1.06,97.58,91.66666667,3,Olympia,7.7A0.5,2,0.93,84.9
IMG_9887,2Pk,initial,39,1.3,119.08,91.66666667,3,Olympia,7.7A0.5,2,0.93,85
IMG_9887,2Pu,initial,39,1.35,123.56,91.66666667,3,Olympia,7.7A0.5,2,1.01,92.54
IMG_9887,3Pk,initial,39,1.78,162.89,91.66666667,3,Olympia,7.7A0.5,2,1.37,125.26
IMG_9887,3Pu,initial,39,1.63,149.04,91.66666667,3,Olympia,7.7A0.5,2,1.29,118.66
IMG_9887,1Pu,initial,39,1.29,118.46,91.66666667,3,Olympia,7.7A0.5,2,1.18,108.25
IMG_9887,2Bl,initial,39,1.5,137.56,91.66666667,3,Olympia,7.7A0.5,2,1.14,104.31
IMG_9887,2Or,initial,39,1.37,125.72,91.66666667,3,Olympia,7.7A0.5,2,1.1,101
IMG_9887,1Or,initial,39,1.11,101.67,91.66666667,3,Olympia,7.7A0.5,2,0.92,84.43
IMG_9887,2Rd,initial,39,1.53,140.25,91.66666667,3,Olympia,7.7A0.5,2,1.27,116.25
IMG_9887,1Rd,initial,39,1,91.71,91.66666667,3,Olympia,7.7A0.5,2,0.94,85.8
IMG_9887,2Bk,initial,39,1.46,133.96,91.66666667,3,Olympia,7.7A0.5,2,1.16,106.74
IMG_9887,1Bk,initial,39,1.24,113.37,91.66666667,3,Olympia,7.7A0.5,2,0.86,78.82
IMG_9887,1Bl,initial,39,1.16,106.57,91.66666667,3,Olympia,7.7A0.5,2,0.97,88.65
IMG_9887,3Bl,initial,39,1.6,146.87,91.66666667,3,Olympia,7.7A0.5,2,1.31,119.82
IMG_9888,1Rd,initial,31,1.34,120.21,90,4,Pacific,8.0C,4,1.11,100.32
IMG_9888,2Pk,initial,31,1.23,110.86,90,4,Pacific,8.0C,4,0.78,69.89
IMG_9888,1Bl,initial,31,0.91,81.57,90,4,Pacific,8.0C,4,0.59,53.41
IMG_9888,1Pk,initial,31,1.1,98.98,90,4,Pacific,8.0C,4,0.74,66.64
IMG_9888,2Gr,initial,31,1.19,107.3,90,4,Pacific,8.0C,4,0.78,70.6
IMG_9888,1Wh,initial,31,1.13,102.11,90,4,Pacific,8.0C,4,0.82,73.38
IMG_9888,3Pu,initial,31,2,179.91,90,4,Pacific,8.0C,4,1.24,111.21
IMG_9888,3Gr,initial,31,1.63,146.37,90,4,Pacific,8.0C,4,1.15,103.46
IMG_9888,3Pk,initial,31,1.35,121.05,90,4,Pacific,8.0C,4,1.05,94.37
IMG_9888,1Pu,initial,31,1.26,113.64,90,4,Pacific,8.0C,4,0.85,76.16
IMG_9888,1Bk,initial,31,1.3,117.29,90,4,Pacific,8.0C,4,1.01,91.01
IMG_9888,2Bk,initial,31,1.34,120.24,90,4,Pacific,8.0C,4,1.03,92.7
IMG_9888,2Bl,initial,31,1.28,115.62,90,4,Pacific,8.0C,4,0.97,87.32
IMG_9888,3Bl,initial,31,1.31,118,90,4,Pacific,8.0C,4,0.98,87.97
IMG_9888,1Gr,initial,31,0.84,75.96,90,4,Pacific,8.0C,4,0.58,51.87
IMG_9888,1Or,initial,31,1.33,119.52,90,4,Pacific,8.0C,4,0.97,87.37
IMG_9888,2Or,initial,31,1.35,121.83,90,4,Pacific,8.0C,4,0.99,89.2
IMG_9888,2Pu,initial,31,1.08,97.25,90,4,Pacific,8.0C,4,0.89,80.28
IMG_9888,2Rd,initial,31,1.44,129.52,90,4,Pacific,8.0C,4,1.03,92.42
IMG_9888,3Wh,initial,31,1.25,112.72,90,4,Pacific,8.0C,4,1.13,102.07
IMG_9889,1Pk,initial,40,1.09,94.87,87.33333333,2,Olympia,8.0C,4,0.86,75.17
IMG_9889,2Wh,initial,40,1.28,111.87,87.33333333,2,Olympia,8.0C,4,1.12,97.45
IMG_9889,2Pk,initial,40,1.61,140.8,87.33333333,2,Olympia,8.0C,4,1.15,100.32
IMG_9889,1Pu,initial,40,1.43,124.95,87.33333333,2,Olympia,8.0C,4,0.94,82.23
IMG_9889,1Bk,initial,40,1.34,117.11,87.33333333,2,Olympia,8.0C,4,1.01,88.46
IMG_9889,1Rd,initial,40,1.07,93.23,87.33333333,2,Olympia,8.0C,4,0.91,79.61
IMG_9889,1Bl,initial,40,1.48,128.88,87.33333333,2,Olympia,8.0C,4,1,87.57
IMG_9889,2Bk,initial,40,1.46,127.1,87.33333333,2,Olympia,8.0C,4,1.11,96.77
IMG_9889,1Or,initial,40,1.44,125.8,87.33333333,2,Olympia,8.0C,4,1.07,93.23
IMG_9889,3Bl,initial,40,2.04,178.07,87.33333333,2,Olympia,8.0C,4,1.32,115.43
IMG_9889,3Pu,initial,40,1.79,156.18,87.33333333,2,Olympia,8.0C,4,1.33,116.18
IMG_9889,2Or,initial,40,1.54,134.18,87.33333333,2,Olympia,8.0C,4,1.19,103.59
IMG_9889,2Gr,initial,40,1.32,114.95,87.33333333,2,Olympia,8.0C,4,1.09,94.92
IMG_9889,3Gr,initial,40,1.95,170,87.33333333,2,Olympia,8.0C,4,1.46,127.14
IMG_9889,1Gr,initial,40,1.33,115.73,87.33333333,2,Olympia,8.0C,4,1.08,94.64
IMG_9889,3Pk,initial,40,1.8,157.21,87.33333333,2,Olympia,8.0C,4,1.39,121.76
IMG_9889,2Bl,initial,40,1.89,164.76,87.33333333,2,Olympia,8.0C,4,1.34,116.69
IMG_9889,2Rd,initial,40,1.42,123.69,87.33333333,2,Olympia,8.0C,4,1.2,104.66
IMG_9889,2Pu,initial,40,1.61,141.01,87.33333333,2,Olympia,8.0C,4,1.37,119.6
IMG_9889,1Wh,initial,40,1.46,127.66,87.33333333,2,Olympia,8.0C,4,1.08,94.75
IMG_9890,3Gr,initial,32,1.84,161.83,88,4,Pacific,7.7C,4,1.35,119.05
IMG_9890,1Pk,initial,32,0.92,80.78,88,4,Pacific,7.7C,4,0.49,42.72
IMG_9890,1Pu,initial,32,1.07,94.01,88,4,Pacific,7.7C,4,0.62,54.45
IMG_9890,2Bl,initial,32,1.11,97.51,88,4,Pacific,7.7C,4,1.07,94.53
